year,country_code,country_code_letter,export_code,export_name,dollar_value
2019,704,VNM,10,Cereals,2498630959
2020,704,VNM,10,Cereals,2930514515
2021,704,VNM,10,Cereals,3104725006
2022,704,VNM,10,Cereals,3256901869
2013,882,WSM,10,Cereals,58889
2014,882,WSM,10,Cereals,16391
2017,882,WSM,10,Cereals,26621.224
2018,882,WSM,10,Cereals,55293.974
2019,882,WSM,10,Cereals,39756.96
2021,882,WSM,10,Cereals,8199.813
2022,882,WSM,10,Cereals,61479.528
2023,882,WSM,10,Cereals,30138.798
2013,887,YEM,10,Cereals,4244976
2014,887,YEM,10,Cereals,7815224
2015,887,YEM,10,Cereals,17749006
2018,887,YEM,10,Cereals,2884227.079
2019,887,YEM,10,Cereals,17024.273
2013,710,ZAF,10,Cereals,940864738.3
2014,710,ZAF,10,Cereals,804176221.4
2015,710,ZAF,10,Cereals,388502502.4
2016,710,ZAF,10,Cereals,444249001.8
2017,710,ZAF,10,Cereals,581574092.3
2018,710,ZAF,10,Cereals,555531080.2
2019,710,ZAF,10,Cereals,400461968.7
2020,710,ZAF,10,Cereals,703462697
2021,710,ZAF,10,Cereals,1000464493
2022,710,ZAF,10,Cereals,1524925633
2023,710,ZAF,10,Cereals,1507893795
2013,894,ZMB,10,Cereals,161719470.8
2014,894,ZMB,10,Cereals,78183555.03
2015,894,ZMB,10,Cereals,219704424.7
2016,894,ZMB,10,Cereals,191258442
2017,894,ZMB,10,Cereals,100759643.8
2018,894,ZMB,10,Cereals,46255342.22
2019,894,ZMB,10,Cereals,39291593.79
2020,894,ZMB,10,Cereals,42689581.27
2021,894,ZMB,10,Cereals,46633365.17
2022,894,ZMB,10,Cereals,113480351.4
2023,894,ZMB,10,Cereals,65665592.7
2013,716,ZWE,10,Cereals,2150093.64
2014,716,ZWE,10,Cereals,1219119.54
2015,716,ZWE,10,Cereals,1905722.19
2016,716,ZWE,10,Cereals,2195059.92
2017,716,ZWE,10,Cereals,10167525.1
2018,716,ZWE,10,Cereals,3303112.69
2019,716,ZWE,10,Cereals,3539986.13
2020,716,ZWE,10,Cereals,8530301.54
2021,716,ZWE,10,Cereals,3029207.81
2022,716,ZWE,10,Cereals,5291770.33
2023,716,ZWE,10,Cereals,4122929.71
