2013,818,EGY,44,Wood and articles of wood; wood charcoal,37499711
2013,826,GBR,44,Wood and articles of wood; wood charcoal,554685191
2013,834,TZA,44,Wood and articles of wood; wood charcoal,32583106
2013,842,USA,44,Wood and articles of wood; wood charcoal,8963663754
2013,854,BFA,44,Wood and articles of wood; wood charcoal,410926.586
2013,858,URY,44,Wood and articles of wood; wood charcoal,527160130
2013,862,VEN,44,Wood and articles of wood; wood charcoal,8061181
2013,882,WSM,44,Wood and articles of wood; wood charcoal,20043
2013,887,YEM,44,Wood and articles of wood; wood charcoal,55387
2013,894,ZMB,44,Wood and articles of wood; wood charcoal,12210382.55
2014,8,ALB,44,Wood and articles of wood; wood charcoal,17571611
2014,12,DZA,44,Wood and articles of wood; wood charcoal,55608
2014,20,AND,44,Wood and articles of wood; wood charcoal,961352.581
2014,24,AGO,44,Wood and articles of wood; wood charcoal,4952382
2014,28,ATG,44,Wood and articles of wood; wood charcoal,175717
2014,31,AZE,44,Wood and articles of wood; wood charcoal,1410918
2014,32,ARG,44,Wood and articles of wood; wood charcoal,186936588.7
2014,36,AUS,44,Wood and articles of wood; wood charcoal,1228224772
2014,40,AUT,44,Wood and articles of wood; wood charcoal,4889201434
2014,44,BHS,44,Wood and articles of wood; wood charcoal,408140
2014,48,BHR,44,Wood and articles of wood; wood charcoal,20294216
2014,51,ARM,44,Wood and articles of wood; wood charcoal,743377
2014,52,BRB,44,Wood and articles of wood; wood charcoal,206699
2014,56,BEL,44,Wood and articles of wood; wood charcoal,2242910281
2014,60,BMU,44,Wood and articles of wood; wood charcoal,1527
2014,68,BOL,44,Wood and articles of wood; wood charcoal,59021384.6
2014,70,BIH,44,Wood and articles of wood; wood charcoal,429726817
2014,72,BWA,44,Wood and articles of wood; wood charcoal,2650385.223
2014,76,BRA,44,Wood and articles of wood; wood charcoal,2241986724
2014,84,BLZ,44,Wood and articles of wood; wood charcoal,3823194
2014,90,SLB,44,Wood and articles of wood; wood charcoal,273585002.5
2014,96,BRN,44,Wood and articles of wood; wood charcoal,3150687
2014,100,BGR,44,Wood and articles of wood; wood charcoal,420475708
2014,104,MMR,44,Wood and articles of wood; wood charcoal,408742186.5
2014,108,BDI,44,Wood and articles of wood; wood charcoal,13307
2014,112,BLR,44,Wood and articles of wood; wood charcoal,790816500
2014,116,KHM,44,Wood and articles of wood; wood charcoal,111550187
2014,120,CMR,44,Wood and articles of wood; wood charcoal,525064112
2014,124,CAN,44,Wood and articles of wood; wood charcoal,12631396759
2014,140,CAF,44,Wood and articles of wood; wood charcoal,17648100
2014,144,LKA,44,Wood and articles of wood; wood charcoal,50758534
2014,152,CHL,44,Wood and articles of wood; wood charcoal,2502914292
2014,156,CHN,44,Wood and articles of wood; wood charcoal,14469961385
2014,170,COL,44,Wood and articles of wood; wood charcoal,54450212
2014,174,COM,44,Wood and articles of wood; wood charcoal,14894.667
2014,178,COG,44,Wood and articles of wood; wood charcoal,113636605.6
2014,188,CRI,44,Wood and articles of wood; wood charcoal,72414881
2014,191,HRV,44,Wood and articles of wood; wood charcoal,842518269
2014,196,CYP,44,Wood and articles of wood; wood charcoal,923971.117
2014,203,CZE,44,Wood and articles of wood; wood charcoal,2250852006
2014,204,BEN,44,Wood and articles of wood; wood charcoal,12633975
2014,208,DNK,44,Wood and articles of wood; wood charcoal,901753358
2014,214,DOM,44,Wood and articles of wood; wood charcoal,11412577.86
2014,218,ECU,44,Wood and articles of wood; wood charcoal,288443273
2014,222,SLV,44,Wood and articles of wood; wood charcoal,9067782.15
2014,231,ETH,44,Wood and articles of wood; wood charcoal,941639.126
2014,233,EST,44,Wood and articles of wood; wood charcoal,1472076723
2014,242,FJI,44,Wood and articles of wood; wood charcoal,53515559
2014,246,FIN,44,Wood and articles of wood; wood charcoal,3268635688
2014,251,FRA,44,Wood and articles of wood; wood charcoal,2914943700
2014,258,PYF,44,Wood and articles of wood; wood charcoal,221149
2014,266,GAB,44,Wood and articles of wood; wood charcoal,318298479
2014,268,GEO,44,Wood and articles of wood; wood charcoal,21788768.04
2014,270,GMB,44,Wood and articles of wood; wood charcoal,7551948.342
2014,275,PSE,44,Wood and articles of wood; wood charcoal,30087996
2014,276,DEU,44,Wood and articles of wood; wood charcoal,9149940447
2014,288,GHA,44,Wood and articles of wood; wood charcoal,329421111
2014,296,KIR,44,Wood and articles of wood; wood charcoal,478.429
2014,300,GRC,44,Wood and articles of wood; wood charcoal,77262330
2014,304,GRL,44,Wood and articles of wood; wood charcoal,805.32
2014,308,GRD,44,Wood and articles of wood; wood charcoal,32256.264
2014,320,GTM,44,Wood and articles of wood; wood charcoal,70246018
2014,324,GIN,44,Wood and articles of wood; wood charcoal,4521483
2014,328,GUY,44,Wood and articles of wood; wood charcoal,54298477
2014,340,HND,44,Wood and articles of wood; wood charcoal,53808708
2014,344,HKG,44,Wood and articles of wood; wood charcoal,563841346
2014,348,HUN,44,Wood and articles of wood; wood charcoal,812694093
2014,352,ISL,44,Wood and articles of wood; wood charcoal,478437
2014,360,IDN,44,Wood and articles of wood; wood charcoal,4071121456
2014,364,IRN,44,Wood and articles of wood; wood charcoal,27872085.74
2014,372,IRL,44,Wood and articles of wood; wood charcoal,523238670.4
2014,376,ISR,44,Wood and articles of wood; wood charcoal,9891000
2014,380,ITA,44,Wood and articles of wood; wood charcoal,2077943784
2014,384,CIV,44,Wood and articles of wood; wood charcoal,225547286.3
2014,388,JAM,44,Wood and articles of wood; wood charcoal,1850782.878
2014,392,JPN,44,Wood and articles of wood; wood charcoal,168409399
2014,398,KAZ,44,Wood and articles of wood; wood charcoal,5498228
2014,400,JOR,44,Wood and articles of wood; wood charcoal,25047311
2014,410,KOR,44,Wood and articles of wood; wood charcoal,101537342
2014,414,KWT,44,Wood and articles of wood; wood charcoal,7158287
2014,417,KGZ,44,Wood and articles of wood; wood charcoal,229637
2014,418,LAO,44,Wood and articles of wood; wood charcoal,130875491
2014,422,LBN,44,Wood and articles of wood; wood charcoal,12875224
2014,426,LSO,44,Wood and articles of wood; wood charcoal,286166.285
2014,428,LVA,44,Wood and articles of wood; wood charcoal,2254935653
2014,440,LTU,44,Wood and articles of wood; wood charcoal,1153080227
2014,442,LUX,44,Wood and articles of wood; wood charcoal,269128458
2014,446,MAC,44,Wood and articles of wood; wood charcoal,991269.426
2014,450,MDG,44,Wood and articles of wood; wood charcoal,7615492.781
2014,454,MWI,44,Wood and articles of wood; wood charcoal,23761519.02
2014,458,MYS,44,Wood and articles of wood; wood charcoal,4348477304
2014,470,MLT,44,Wood and articles of wood; wood charcoal,579912
2014,480,MUS,44,Wood and articles of wood; wood charcoal,1360523
2014,484,MEX,44,Wood and articles of wood; wood charcoal,397369817
2014,490,S19,44,Wood and articles of wood; wood charcoal,202824682
2014,496,MNG,44,Wood and articles of wood; wood charcoal,636009
2014,498,MDA,44,Wood and articles of wood; wood charcoal,7545850
2014,499,MNE,44,Wood and articles of wood; wood charcoal,31545697
2014,500,MSR,44,Wood and articles of wood; wood charcoal,2465
2014,504,MAR,44,Wood and articles of wood; wood charcoal,18673644
2014,508,MOZ,44,Wood and articles of wood; wood charcoal,123376820
2014,512,OMN,44,Wood and articles of wood; wood charcoal,17725254.58
2014,516,NAM,44,Wood and articles of wood; wood charcoal,34032450
2014,524,NPL,44,Wood and articles of wood; wood charcoal,2060229
2014,528,NLD,44,Wood and articles of wood; wood charcoal,1606322635
2014,533,ABW,44,Wood and articles of wood; wood charcoal,77958
2014,540,NCL,44,Wood and articles of wood; wood charcoal,479102
2014,554,NZL,44,Wood and articles of wood; wood charcoal,3049020231
2014,558,NIC,44,Wood and articles of wood; wood charcoal,20167376
2014,562,NER,44,Wood and articles of wood; wood charcoal,5546
2014,566,NGA,44,Wood and articles of wood; wood charcoal,89370754
2014,579,NOR,44,Wood and articles of wood; wood charcoal,613663121
2014,585,PLW,44,Wood and articles of wood; wood charcoal,246391
2014,586,PAK,44,Wood and articles of wood; wood charcoal,54366382
2014,591,PAN,44,Wood and articles of wood; wood charcoal,59244455
2014,600,PRY,44,Wood and articles of wood; wood charcoal,76527002
2014,604,PER,44,Wood and articles of wood; wood charcoal,163160892.8
2014,608,PHL,44,Wood and articles of wood; wood charcoal,3095973115
2014,616,POL,44,Wood and articles of wood; wood charcoal,4206585873
2014,620,PRT,44,Wood and articles of wood; wood charcoal,944527385
2014,634,QAT,44,Wood and articles of wood; wood charcoal,4933649
2014,642,ROU,44,Wood and articles of wood; wood charcoal,2486898260
2014,643,RUS,44,Wood and articles of wood; wood charcoal,7763749276
2014,646,RWA,44,Wood and articles of wood; wood charcoal,780903.717
2014,659,KNA,44,Wood and articles of wood; wood charcoal,15170
2014,662,LCA,44,Wood and articles of wood; wood charcoal,277223
2014,670,VCT,44,Wood and articles of wood; wood charcoal,28219.753
2014,678,STP,44,Wood and articles of wood; wood charcoal,7291
2014,682,SAU,44,Wood and articles of wood; wood charcoal,42025086
2014,686,SEN,44,Wood and articles of wood; wood charcoal,5363249
2014,688,SRB,44,Wood and articles of wood; wood charcoal,272481311
2014,690,SYC,44,Wood and articles of wood; wood charcoal,11420.907
2014,694,SLE,44,Wood and articles of wood; wood charcoal,5429
2014,699,IND,44,Wood and articles of wood; wood charcoal,353811903
2014,702,SGP,44,Wood and articles of wood; wood charcoal,127967691.3
2014,703,SVK,44,Wood and articles of wood; wood charcoal,945275891.6
2014,704,VNM,44,Wood and articles of wood; wood charcoal,2115022698
2014,705,SVN,44,Wood and articles of wood; wood charcoal,907582807
2014,710,ZAF,44,Wood and articles of wood; wood charcoal,510265829.9
2014,716,ZWE,44,Wood and articles of wood; wood charcoal,25234135.68
2014,724,ESP,44,Wood and articles of wood; wood charcoal,1629561044
2014,729,SDN,44,Wood and articles of wood; wood charcoal,398662.51
2014,740,SUR,44,Wood and articles of wood; wood charcoal,26777706
2014,748,SWZ,44,Wood and articles of wood; wood charcoal,66800745.83
2014,752,SWE,44,Wood and articles of wood; wood charcoal,4656966480
2014,757,CHE,44,Wood and articles of wood; wood charcoal,652162767.1
2014,764,THA,44,Wood and articles of wood; wood charcoal,2314154903
2014,768,TGO,44,Wood and articles of wood; wood charcoal,979987.339
2014,776,TON,44,Wood and articles of wood; wood charcoal,39356
2014,780,TTO,44,Wood and articles of wood; wood charcoal,4495342.916
2014,784,ARE,44,Wood and articles of wood; wood charcoal,256895605.6
2014,788,TUN,44,Wood and articles of wood; wood charcoal,18037840
2014,792,TUR,44,Wood and articles of wood; wood charcoal,839069811
2014,800,UGA,44,Wood and articles of wood; wood charcoal,16941594
2014,804,UKR,44,Wood and articles of wood; wood charcoal,1261956161
2014,807,MKD,44,Wood and articles of wood; wood charcoal,6997704
2014,818,EGY,44,Wood and articles of wood; wood charcoal,67103021
2014,826,GBR,44,Wood and articles of wood; wood charcoal,606940477
2014,834,TZA,44,Wood and articles of wood; wood charcoal,33798051
2014,842,USA,44,Wood and articles of wood; wood charcoal,9745328351
2014,854,BFA,44,Wood and articles of wood; wood charcoal,33286.068
2014,858,URY,44,Wood and articles of wood; wood charcoal,668162212
2014,882,WSM,44,Wood and articles of wood; wood charcoal,49911
2014,887,YEM,44,Wood and articles of wood; wood charcoal,99356
2014,894,ZMB,44,Wood and articles of wood; wood charcoal,9621631.182
2015,8,ALB,44,Wood and articles of wood; wood charcoal,19988663
2015,12,DZA,44,Wood and articles of wood; wood charcoal,54126
2015,20,AND,44,Wood and articles of wood; wood charcoal,832293.054
2015,24,AGO,44,Wood and articles of wood; wood charcoal,13358177.91
2015,28,ATG,44,Wood and articles of wood; wood charcoal,268030
2015,31,AZE,44,Wood and articles of wood; wood charcoal,919418.74
2015,32,ARG,44,Wood and articles of wood; wood charcoal,133399573.5
2015,36,AUS,44,Wood and articles of wood; wood charcoal,1246444333
2015,40,AUT,44,Wood and articles of wood; wood charcoal,4228428566
2015,44,BHS,44,Wood and articles of wood; wood charcoal,227110
2015,48,BHR,44,Wood and articles of wood; wood charcoal,32493217.7
2015,50,BGD,44,Wood and articles of wood; wood charcoal,4056411
2015,51,ARM,44,Wood and articles of wood; wood charcoal,1260720
2015,52,BRB,44,Wood and articles of wood; wood charcoal,244567
2015,56,BEL,44,Wood and articles of wood; wood charcoal,1960552366
2015,60,BMU,44,Wood and articles of wood; wood charcoal,4863
2015,68,BOL,44,Wood and articles of wood; wood charcoal,52159506.92
2015,70,BIH,44,Wood and articles of wood; wood charcoal,372795295
2015,72,BWA,44,Wood and articles of wood; wood charcoal,2012730.653
2015,76,BRA,44,Wood and articles of wood; wood charcoal,2270474027
2015,84,BLZ,44,Wood and articles of wood; wood charcoal,4962633
2015,90,SLB,44,Wood and articles of wood; wood charcoal,288069016
2015,96,BRN,44,Wood and articles of wood; wood charcoal,2489170
2015,100,BGR,44,Wood and articles of wood; wood charcoal,352819815
2015,104,MMR,44,Wood and articles of wood; wood charcoal,182869856.8
2015,108,BDI,44,Wood and articles of wood; wood charcoal,211645
2015,112,BLR,44,Wood and articles of wood; wood charcoal,695388600
2015,116,KHM,44,Wood and articles of wood; wood charcoal,15812870
2015,120,CMR,44,Wood and articles of wood; wood charcoal,492382663
2015,124,CAN,44,Wood and articles of wood; wood charcoal,11682610459
2015,132,CPV,44,Wood and articles of wood; wood charcoal,4827.595
2015,140,CAF,44,Wood and articles of wood; wood charcoal,18506574
2015,144,LKA,44,Wood and articles of wood; wood charcoal,41995978
2015,152,CHL,44,Wood and articles of wood; wood charcoal,2254846299
2015,156,CHN,44,Wood and articles of wood; wood charcoal,14199341609
2015,170,COL,44,Wood and articles of wood; wood charcoal,43578413
2015,178,COG,44,Wood and articles of wood; wood charcoal,100142454.7
2015,180,COD,44,Wood and articles of wood; wood charcoal,34222368.78
2015,188,CRI,44,Wood and articles of wood; wood charcoal,71348954
2015,191,HRV,44,Wood and articles of wood; wood charcoal,758093795
2015,196,CYP,44,Wood and articles of wood; wood charcoal,374901.114
2015,203,CZE,44,Wood and articles of wood; wood charcoal,1891180328
2015,204,BEN,44,Wood and articles of wood; wood charcoal,12290618.81
2015,208,DNK,44,Wood and articles of wood; wood charcoal,759094180
2015,214,DOM,44,Wood and articles of wood; wood charcoal,12204759.06
2015,218,ECU,44,Wood and articles of wood; wood charcoal,320777482
2015,222,SLV,44,Wood and articles of wood; wood charcoal,7110375.03
2015,231,ETH,44,Wood and articles of wood; wood charcoal,221161.464
2015,233,EST,44,Wood and articles of wood; wood charcoal,1269908805
2015,242,FJI,44,Wood and articles of wood; wood charcoal,45054993.35
2015,246,FIN,44,Wood and articles of wood; wood charcoal,2745099180
2015,251,FRA,44,Wood and articles of wood; wood charcoal,2589568866
2015,258,PYF,44,Wood and articles of wood; wood charcoal,167819
2015,266,GAB,44,Wood and articles of wood; wood charcoal,317275308.3
2015,268,GEO,44,Wood and articles of wood; wood charcoal,18182344.52
2015,270,GMB,44,Wood and articles of wood; wood charcoal,3169496.767
2015,275,PSE,44,Wood and articles of wood; wood charcoal,28773343
2015,276,DEU,44,Wood and articles of wood; wood charcoal,7866431559
2015,288,GHA,44,Wood and articles of wood; wood charcoal,274914462.9
2015,296,KIR,44,Wood and articles of wood; wood charcoal,73.003
2015,300,GRC,44,Wood and articles of wood; wood charcoal,58891490
2015,304,GRL,44,Wood and articles of wood; wood charcoal,1972.96
2015,308,GRD,44,Wood and articles of wood; wood charcoal,1398.887
2015,320,GTM,44,Wood and articles of wood; wood charcoal,81973980
2015,324,GIN,44,Wood and articles of wood; wood charcoal,2291866
2015,328,GUY,44,Wood and articles of wood; wood charcoal,46569885.49
2015,340,HND,44,Wood and articles of wood; wood charcoal,57555522
2015,344,HKG,44,Wood and articles of wood; wood charcoal,347306678.9
2015,348,HUN,44,Wood and articles of wood; wood charcoal,691965086
2015,352,ISL,44,Wood and articles of wood; wood charcoal,342783
2015,360,IDN,44,Wood and articles of wood; wood charcoal,4005755182
2015,364,IRN,44,Wood and articles of wood; wood charcoal,22204506
2015,372,IRL,44,Wood and articles of wood; wood charcoal,437056499.5
2015,376,ISR,44,Wood and articles of wood; wood charcoal,7313000
2015,380,ITA,44,Wood and articles of wood; wood charcoal,1818971444
2015,384,CIV,44,Wood and articles of wood; wood charcoal,176419867.9
2015,388,JAM,44,Wood and articles of wood; wood charcoal,1104334
2015,392,JPN,44,Wood and articles of wood; wood charcoal,189443506
2015,398,KAZ,44,Wood and articles of wood; wood charcoal,1615482
2015,400,JOR,44,Wood and articles of wood; wood charcoal,13120151
2015,404,KEN,44,Wood and articles of wood; wood charcoal,7681212.25
2015,410,KOR,44,Wood and articles of wood; wood charcoal,89969481
2015,414,KWT,44,Wood and articles of wood; wood charcoal,6022670.857
2015,417,KGZ,44,Wood and articles of wood; wood charcoal,104945
2015,418,LAO,44,Wood and articles of wood; wood charcoal,95652624
2015,422,LBN,44,Wood and articles of wood; wood charcoal,12152974.12
2015,426,LSO,44,Wood and articles of wood; wood charcoal,192903.872
2015,428,LVA,44,Wood and articles of wood; wood charcoal,1895513029
2015,440,LTU,44,Wood and articles of wood; wood charcoal,961877324
2015,442,LUX,44,Wood and articles of wood; wood charcoal,231442339
2015,446,MAC,44,Wood and articles of wood; wood charcoal,704558
2015,450,MDG,44,Wood and articles of wood; wood charcoal,6218835.093
2015,454,MWI,44,Wood and articles of wood; wood charcoal,10495344.64
2015,458,MYS,44,Wood and articles of wood; wood charcoal,3764313540
2015,470,MLT,44,Wood and articles of wood; wood charcoal,458729
2015,480,MUS,44,Wood and articles of wood; wood charcoal,1086982
2015,484,MEX,44,Wood and articles of wood; wood charcoal,414666606
2015,490,S19,44,Wood and articles of wood; wood charcoal,168561078
2015,496,MNG,44,Wood and articles of wood; wood charcoal,425217
2015,498,MDA,44,Wood and articles of wood; wood charcoal,7523876
