2015,499,MNE,44,Wood and articles of wood; wood charcoal,33425055
2015,500,MSR,44,Wood and articles of wood; wood charcoal,33.711
2015,504,MAR,44,Wood and articles of wood; wood charcoal,15196350.09
2015,508,MOZ,44,Wood and articles of wood; wood charcoal,48404019.46
2015,512,OMN,44,Wood and articles of wood; wood charcoal,12747075.58
2015,516,NAM,44,Wood and articles of wood; wood charcoal,32614570
2015,524,NPL,44,Wood and articles of wood; wood charcoal,1075204
2015,528,NLD,44,Wood and articles of wood; wood charcoal,1412972668
2015,533,ABW,44,Wood and articles of wood; wood charcoal,37176
2015,540,NCL,44,Wood and articles of wood; wood charcoal,2277188
2015,554,NZL,44,Wood and articles of wood; wood charcoal,2468327538
2015,558,NIC,44,Wood and articles of wood; wood charcoal,14082323
2015,562,NER,44,Wood and articles of wood; wood charcoal,4485
2015,566,NGA,44,Wood and articles of wood; wood charcoal,46254918.94
2015,579,NOR,44,Wood and articles of wood; wood charcoal,568413623.5
2015,585,PLW,44,Wood and articles of wood; wood charcoal,200223
2015,586,PAK,44,Wood and articles of wood; wood charcoal,45951529
2015,591,PAN,44,Wood and articles of wood; wood charcoal,42149403
2015,600,PRY,44,Wood and articles of wood; wood charcoal,73170957
2015,604,PER,44,Wood and articles of wood; wood charcoal,148945235
2015,608,PHL,44,Wood and articles of wood; wood charcoal,2907308604
2015,616,POL,44,Wood and articles of wood; wood charcoal,3718216898
2015,620,PRT,44,Wood and articles of wood; wood charcoal,741461419.8
2015,624,GNB,44,Wood and articles of wood; wood charcoal,39799595.29
2015,634,QAT,44,Wood and articles of wood; wood charcoal,21727994.23
2015,642,ROU,44,Wood and articles of wood; wood charcoal,1999905270
2015,643,RUS,44,Wood and articles of wood; wood charcoal,6313519281
2015,646,RWA,44,Wood and articles of wood; wood charcoal,532473.236
2015,659,KNA,44,Wood and articles of wood; wood charcoal,10575.919
2015,662,LCA,44,Wood and articles of wood; wood charcoal,172009
2015,670,VCT,44,Wood and articles of wood; wood charcoal,18874.018
2015,678,STP,44,Wood and articles of wood; wood charcoal,4733
2015,682,SAU,44,Wood and articles of wood; wood charcoal,45564747.51
2015,686,SEN,44,Wood and articles of wood; wood charcoal,5281358
2015,688,SRB,44,Wood and articles of wood; wood charcoal,225800048
2015,690,SYC,44,Wood and articles of wood; wood charcoal,10375.859
2015,694,SLE,44,Wood and articles of wood; wood charcoal,645089
2015,699,IND,44,Wood and articles of wood; wood charcoal,425890116
2015,702,SGP,44,Wood and articles of wood; wood charcoal,95180025.21
2015,703,SVK,44,Wood and articles of wood; wood charcoal,802572533.9
2015,704,VNM,44,Wood and articles of wood; wood charcoal,2477816169
2015,705,SVN,44,Wood and articles of wood; wood charcoal,784953175
2015,710,ZAF,44,Wood and articles of wood; wood charcoal,497813309.9
2015,716,ZWE,44,Wood and articles of wood; wood charcoal,31085071.5
2015,724,ESP,44,Wood and articles of wood; wood charcoal,1461742132
2015,729,SDN,44,Wood and articles of wood; wood charcoal,512798
2015,740,SUR,44,Wood and articles of wood; wood charcoal,30850647.98
2015,748,SWZ,44,Wood and articles of wood; wood charcoal,71608583.66
2015,752,SWE,44,Wood and articles of wood; wood charcoal,3828148904
2015,757,CHE,44,Wood and articles of wood; wood charcoal,549535767.8
2015,764,THA,44,Wood and articles of wood; wood charcoal,2166211862
2015,768,TGO,44,Wood and articles of wood; wood charcoal,340686.299
2015,780,TTO,44,Wood and articles of wood; wood charcoal,4709654.796
2015,784,ARE,44,Wood and articles of wood; wood charcoal,254099539.8
2015,788,TUN,44,Wood and articles of wood; wood charcoal,16881032
2015,792,TUR,44,Wood and articles of wood; wood charcoal,711224360
2015,800,UGA,44,Wood and articles of wood; wood charcoal,15093584
2015,804,UKR,44,Wood and articles of wood; wood charcoal,1106385838
2015,807,MKD,44,Wood and articles of wood; wood charcoal,6665619.97
2015,818,EGY,44,Wood and articles of wood; wood charcoal,41164187.23
2015,826,GBR,44,Wood and articles of wood; wood charcoal,512666469
2015,834,TZA,44,Wood and articles of wood; wood charcoal,48548463
2015,842,USA,44,Wood and articles of wood; wood charcoal,8927937190
2015,854,BFA,44,Wood and articles of wood; wood charcoal,72686.22
2015,858,URY,44,Wood and articles of wood; wood charcoal,767006491
2015,882,WSM,44,Wood and articles of wood; wood charcoal,95871
2015,887,YEM,44,Wood and articles of wood; wood charcoal,24925
2015,894,ZMB,44,Wood and articles of wood; wood charcoal,10140880.67
2016,8,ALB,44,Wood and articles of wood; wood charcoal,17661635
2016,12,DZA,44,Wood and articles of wood; wood charcoal,21457
2016,20,AND,44,Wood and articles of wood; wood charcoal,1134335.764
2016,24,AGO,44,Wood and articles of wood; wood charcoal,64607771.38
2016,28,ATG,44,Wood and articles of wood; wood charcoal,151712
2016,31,AZE,44,Wood and articles of wood; wood charcoal,1197099.72
2016,32,ARG,44,Wood and articles of wood; wood charcoal,108943578.5
2016,36,AUS,44,Wood and articles of wood; wood charcoal,1402334031
2016,40,AUT,44,Wood and articles of wood; wood charcoal,4440455677
2016,44,BHS,44,Wood and articles of wood; wood charcoal,214398
2016,48,BHR,44,Wood and articles of wood; wood charcoal,29276129.3
2016,51,ARM,44,Wood and articles of wood; wood charcoal,1481529
2016,52,BRB,44,Wood and articles of wood; wood charcoal,371537
2016,56,BEL,44,Wood and articles of wood; wood charcoal,1968536143
2016,60,BMU,44,Wood and articles of wood; wood charcoal,1037
2016,68,BOL,44,Wood and articles of wood; wood charcoal,43313887.39
2016,70,BIH,44,Wood and articles of wood; wood charcoal,403317235
2016,72,BWA,44,Wood and articles of wood; wood charcoal,1653330
2016,76,BRA,44,Wood and articles of wood; wood charcoal,2361439622
2016,84,BLZ,44,Wood and articles of wood; wood charcoal,5941855
2016,90,SLB,44,Wood and articles of wood; wood charcoal,321729204
2016,96,BRN,44,Wood and articles of wood; wood charcoal,2503051
2016,100,BGR,44,Wood and articles of wood; wood charcoal,315091314.8
2016,104,MMR,44,Wood and articles of wood; wood charcoal,235905529.8
2016,108,BDI,44,Wood and articles of wood; wood charcoal,99453
2016,112,BLR,44,Wood and articles of wood; wood charcoal,843803500
2016,116,KHM,44,Wood and articles of wood; wood charcoal,41774161
2016,120,CMR,44,Wood and articles of wood; wood charcoal,480228813
2016,124,CAN,44,Wood and articles of wood; wood charcoal,13175616032
2016,140,CAF,44,Wood and articles of wood; wood charcoal,28827353
2016,144,LKA,44,Wood and articles of wood; wood charcoal,35951114
2016,152,CHL,44,Wood and articles of wood; wood charcoal,2280630304
2016,156,CHN,44,Wood and articles of wood; wood charcoal,13544086576
2016,170,COL,44,Wood and articles of wood; wood charcoal,38776409
2016,174,COM,44,Wood and articles of wood; wood charcoal,1582.223
2016,178,COG,44,Wood and articles of wood; wood charcoal,158532930.1
2016,180,COD,44,Wood and articles of wood; wood charcoal,37053634.62
2016,188,CRI,44,Wood and articles of wood; wood charcoal,67476913
2016,191,HRV,44,Wood and articles of wood; wood charcoal,789415138
2016,192,CUB,44,Wood and articles of wood; wood charcoal,35082896.13
2016,196,CYP,44,Wood and articles of wood; wood charcoal,766793.77
2016,203,CZE,44,Wood and articles of wood; wood charcoal,1984266998
2016,204,BEN,44,Wood and articles of wood; wood charcoal,5651180.004
2016,208,DNK,44,Wood and articles of wood; wood charcoal,740847874.1
2016,212,DMA,44,Wood and articles of wood; wood charcoal,45234.77
2016,214,DOM,44,Wood and articles of wood; wood charcoal,7538463.741
2016,218,ECU,44,Wood and articles of wood; wood charcoal,338086632
2016,222,SLV,44,Wood and articles of wood; wood charcoal,6880467.55
2016,231,ETH,44,Wood and articles of wood; wood charcoal,314355.225
2016,233,EST,44,Wood and articles of wood; wood charcoal,1339146315
2016,242,FJI,44,Wood and articles of wood; wood charcoal,30343553.37
2016,246,FIN,44,Wood and articles of wood; wood charcoal,2848730227
2016,251,FRA,44,Wood and articles of wood; wood charcoal,2611631557
2016,258,PYF,44,Wood and articles of wood; wood charcoal,168117.078
2016,266,GAB,44,Wood and articles of wood; wood charcoal,484581155.3
2016,268,GEO,44,Wood and articles of wood; wood charcoal,26873318.93
2016,270,GMB,44,Wood and articles of wood; wood charcoal,2050029.648
2016,275,PSE,44,Wood and articles of wood; wood charcoal,29693139
2016,276,DEU,44,Wood and articles of wood; wood charcoal,8163317501
2016,288,GHA,44,Wood and articles of wood; wood charcoal,482192985
2016,296,KIR,44,Wood and articles of wood; wood charcoal,1710
2016,300,GRC,44,Wood and articles of wood; wood charcoal,62311709
2016,304,GRL,44,Wood and articles of wood; wood charcoal,9.87
2016,308,GRD,44,Wood and articles of wood; wood charcoal,19945.536
2016,320,GTM,44,Wood and articles of wood; wood charcoal,101112769
2016,324,GIN,44,Wood and articles of wood; wood charcoal,7597981.73
2016,328,GUY,44,Wood and articles of wood; wood charcoal,42368741
2016,340,HND,44,Wood and articles of wood; wood charcoal,67226070
2016,344,HKG,44,Wood and articles of wood; wood charcoal,232867176.1
2016,348,HUN,44,Wood and articles of wood; wood charcoal,712625518
2016,352,ISL,44,Wood and articles of wood; wood charcoal,570730
2016,360,IDN,44,Wood and articles of wood; wood charcoal,3864876660
2016,364,IRN,44,Wood and articles of wood; wood charcoal,41838414.36
2016,372,IRL,44,Wood and articles of wood; wood charcoal,459233090
2016,376,ISR,44,Wood and articles of wood; wood charcoal,8834000
2016,380,ITA,44,Wood and articles of wood; wood charcoal,1876376811
2016,384,CIV,44,Wood and articles of wood; wood charcoal,141556244.8
2016,388,JAM,44,Wood and articles of wood; wood charcoal,2438709
2016,392,JPN,44,Wood and articles of wood; wood charcoal,219404951
2016,398,KAZ,44,Wood and articles of wood; wood charcoal,8110048
2016,400,JOR,44,Wood and articles of wood; wood charcoal,9853877
2016,404,KEN,44,Wood and articles of wood; wood charcoal,5691205.09
2016,410,KOR,44,Wood and articles of wood; wood charcoal,90318972
2016,414,KWT,44,Wood and articles of wood; wood charcoal,5031075.41
2016,417,KGZ,44,Wood and articles of wood; wood charcoal,100423
2016,418,LAO,44,Wood and articles of wood; wood charcoal,25601046
2016,422,LBN,44,Wood and articles of wood; wood charcoal,13116383
2016,426,LSO,44,Wood and articles of wood; wood charcoal,207933.586
2016,428,LVA,44,Wood and articles of wood; wood charcoal,1968435348
2016,434,LBY,44,Wood and articles of wood; wood charcoal,62006
2016,440,LTU,44,Wood and articles of wood; wood charcoal,998761464
2016,442,LUX,44,Wood and articles of wood; wood charcoal,235964774
2016,446,MAC,44,Wood and articles of wood; wood charcoal,285960
2016,450,MDG,44,Wood and articles of wood; wood charcoal,6403422.785
2016,454,MWI,44,Wood and articles of wood; wood charcoal,8539227.771
2016,458,MYS,44,Wood and articles of wood; wood charcoal,3492161371
2016,466,MLI,44,Wood and articles of wood; wood charcoal,5996498
2016,470,MLT,44,Wood and articles of wood; wood charcoal,252411
2016,478,MRT,44,Wood and articles of wood; wood charcoal,6950
2016,480,MUS,44,Wood and articles of wood; wood charcoal,2060667.43
2016,484,MEX,44,Wood and articles of wood; wood charcoal,412327961
2016,490,S19,44,Wood and articles of wood; wood charcoal,163713185
2016,496,MNG,44,Wood and articles of wood; wood charcoal,428854
2016,498,MDA,44,Wood and articles of wood; wood charcoal,8860482
2016,499,MNE,44,Wood and articles of wood; wood charcoal,32137940.45
2016,500,MSR,44,Wood and articles of wood; wood charcoal,14.089
2016,504,MAR,44,Wood and articles of wood; wood charcoal,19290553
2016,508,MOZ,44,Wood and articles of wood; wood charcoal,29751337.55
2016,512,OMN,44,Wood and articles of wood; wood charcoal,19349571.73
2016,516,NAM,44,Wood and articles of wood; wood charcoal,29627299
2016,524,NPL,44,Wood and articles of wood; wood charcoal,772928.345
2016,528,NLD,44,Wood and articles of wood; wood charcoal,1370419025
2016,533,ABW,44,Wood and articles of wood; wood charcoal,40867.85
2016,554,NZL,44,Wood and articles of wood; wood charcoal,2881204013
2016,558,NIC,44,Wood and articles of wood; wood charcoal,8819195.63
2016,562,NER,44,Wood and articles of wood; wood charcoal,13867.222
2016,566,NGA,44,Wood and articles of wood; wood charcoal,13431043
2016,579,NOR,44,Wood and articles of wood; wood charcoal,540993395
2016,585,PLW,44,Wood and articles of wood; wood charcoal,10010
2016,586,PAK,44,Wood and articles of wood; wood charcoal,41684197
2016,591,PAN,44,Wood and articles of wood; wood charcoal,39152726
2016,600,PRY,44,Wood and articles of wood; wood charcoal,68098100.43
2016,604,PER,44,Wood and articles of wood; wood charcoal,125275599
2016,608,PHL,44,Wood and articles of wood; wood charcoal,2875027394
2016,616,POL,44,Wood and articles of wood; wood charcoal,3840034262
2016,620,PRT,44,Wood and articles of wood; wood charcoal,688754421.3
2016,634,QAT,44,Wood and articles of wood; wood charcoal,6618268.813
2016,642,ROU,44,Wood and articles of wood; wood charcoal,1822453162
2016,643,RUS,44,Wood and articles of wood; wood charcoal,6692415619
2016,646,RWA,44,Wood and articles of wood; wood charcoal,97596.311
2016,659,KNA,44,Wood and articles of wood; wood charcoal,9411.805
2016,662,LCA,44,Wood and articles of wood; wood charcoal,129206
2016,670,VCT,44,Wood and articles of wood; wood charcoal,7892
2016,678,STP,44,Wood and articles of wood; wood charcoal,5168
2016,682,SAU,44,Wood and articles of wood; wood charcoal,37056721.74
2016,686,SEN,44,Wood and articles of wood; wood charcoal,6525663
2016,688,SRB,44,Wood and articles of wood; wood charcoal,243957666
2016,690,SYC,44,Wood and articles of wood; wood charcoal,8598.897
2016,694,SLE,44,Wood and articles of wood; wood charcoal,6398363
2016,699,IND,44,Wood and articles of wood; wood charcoal,400798645
2016,702,SGP,44,Wood and articles of wood; wood charcoal,73354414.47
2016,703,SVK,44,Wood and articles of wood; wood charcoal,833575026
2016,704,VNM,44,Wood and articles of wood; wood charcoal,2290126060
2016,705,SVN,44,Wood and articles of wood; wood charcoal,817224529.7
2016,710,ZAF,44,Wood and articles of wood; wood charcoal,476074400.8
2016,716,ZWE,44,Wood and articles of wood; wood charcoal,23711601.51
2016,724,ESP,44,Wood and articles of wood; wood charcoal,1499990262
2016,729,SDN,44,Wood and articles of wood; wood charcoal,602
2016,740,SUR,44,Wood and articles of wood; wood charcoal,37570175.41
2016,748,SWZ,44,Wood and articles of wood; wood charcoal,90607415.43
2016,752,SWE,44,Wood and articles of wood; wood charcoal,3730695400
2016,757,CHE,44,Wood and articles of wood; wood charcoal,560844159.7
2016,762,TJK,44,Wood and articles of wood; wood charcoal,169960
2016,764,THA,44,Wood and articles of wood; wood charcoal,2462036988
2016,768,TGO,44,Wood and articles of wood; wood charcoal,385175.427
2016,780,TTO,44,Wood and articles of wood; wood charcoal,3829573.617
2016,784,ARE,44,Wood and articles of wood; wood charcoal,185882128.5
2016,788,TUN,44,Wood and articles of wood; wood charcoal,21586946
2016,792,TUR,44,Wood and articles of wood; wood charcoal,664666554
2016,800,UGA,44,Wood and articles of wood; wood charcoal,28071377
2016,804,UKR,44,Wood and articles of wood; wood charcoal,1130633879
2016,807,MKD,44,Wood and articles of wood; wood charcoal,7209025.65
2016,818,EGY,44,Wood and articles of wood; wood charcoal,44609836.85
2016,826,GBR,44,Wood and articles of wood; wood charcoal,502536226
2016,834,TZA,44,Wood and articles of wood; wood charcoal,20531675
2016,842,USA,44,Wood and articles of wood; wood charcoal,9022248257
2016,854,BFA,44,Wood and articles of wood; wood charcoal,352582
2016,858,URY,44,Wood and articles of wood; wood charcoal,776896653
2016,882,WSM,44,Wood and articles of wood; wood charcoal,88460
2016,894,ZMB,44,Wood and articles of wood; wood charcoal,5835288.175
2017,4,AFG,44,Wood and articles of wood; wood charcoal,3838.66
2017,8,ALB,44,Wood and articles of wood; wood charcoal,20587058.96
2017,12,DZA,44,Wood and articles of wood; wood charcoal,3020.47
2017,20,AND,44,Wood and articles of wood; wood charcoal,1192969.44
2017,24,AGO,44,Wood and articles of wood; wood charcoal,90583669.24
2017,28,ATG,44,Wood and articles of wood; wood charcoal,161583.164
2017,31,AZE,44,Wood and articles of wood; wood charcoal,1129375.6
2017,32,ARG,44,Wood and articles of wood; wood charcoal,124847703.9
2017,36,AUS,44,Wood and articles of wood; wood charcoal,1600340152
2017,40,AUT,44,Wood and articles of wood; wood charcoal,4694328035
2017,44,BHS,44,Wood and articles of wood; wood charcoal,476811.25
2017,48,BHR,44,Wood and articles of wood; wood charcoal,24565082.85
2017,51,ARM,44,Wood and articles of wood; wood charcoal,2263433.44
2017,52,BRB,44,Wood and articles of wood; wood charcoal,1094276
2017,56,BEL,44,Wood and articles of wood; wood charcoal,2162964335
2017,60,BMU,44,Wood and articles of wood; wood charcoal,1825.73
2017,68,BOL,44,Wood and articles of wood; wood charcoal,45679639.8
2017,70,BIH,44,Wood and articles of wood; wood charcoal,448992308.7
2017,72,BWA,44,Wood and articles of wood; wood charcoal,1262790.068
2017,76,BRA,44,Wood and articles of wood; wood charcoal,2779919921
2017,84,BLZ,44,Wood and articles of wood; wood charcoal,7324136.89
2017,90,SLB,44,Wood and articles of wood; wood charcoal,353325541.8
2017,96,BRN,44,Wood and articles of wood; wood charcoal,1507111.578
2017,100,BGR,44,Wood and articles of wood; wood charcoal,349323279.6
2017,104,MMR,44,Wood and articles of wood; wood charcoal,227206242.4
2017,108,BDI,44,Wood and articles of wood; wood charcoal,10744.854
2017,112,BLR,44,Wood and articles of wood; wood charcoal,1123835700
2017,116,KHM,44,Wood and articles of wood; wood charcoal,115865101.5
2017,120,CMR,44,Wood and articles of wood; wood charcoal,505867404.1
2017,124,CAN,44,Wood and articles of wood; wood charcoal,14081495459
2017,140,CAF,44,Wood and articles of wood; wood charcoal,22129635.77
2017,144,LKA,44,Wood and articles of wood; wood charcoal,41704139.21
2017,152,CHL,44,Wood and articles of wood; wood charcoal,2233556115
2017,156,CHN,44,Wood and articles of wood; wood charcoal,13640033463
2017,170,COL,44,Wood and articles of wood; wood charcoal,47868201.41
2017,174,COM,44,Wood and articles of wood; wood charcoal,83.567
2017,178,COG,44,Wood and articles of wood; wood charcoal,242909117.7
2017,180,COD,44,Wood and articles of wood; wood charcoal,41234043.48
2017,188,CRI,44,Wood and articles of wood; wood charcoal,87531712.68
2017,191,HRV,44,Wood and articles of wood; wood charcoal,863468532
2017,192,CUB,44,Wood and articles of wood; wood charcoal,33197735.9
2017,196,CYP,44,Wood and articles of wood; wood charcoal,484460.308
2017,203,CZE,44,Wood and articles of wood; wood charcoal,2178256133
2017,204,BEN,44,Wood and articles of wood; wood charcoal,7937701.123
2017,208,DNK,44,Wood and articles of wood; wood charcoal,772355825.5
2017,212,DMA,44,Wood and articles of wood; wood charcoal,5908.18
2017,214,DOM,44,Wood and articles of wood; wood charcoal,7152228.531
2017,218,ECU,44,Wood and articles of wood; wood charcoal,347602900
2017,222,SLV,44,Wood and articles of wood; wood charcoal,8150142.2
2017,231,ETH,44,Wood and articles of wood; wood charcoal,193446.734
2017,233,EST,44,Wood and articles of wood; wood charcoal,1559037411
2017,242,FJI,44,Wood and articles of wood; wood charcoal,13150618.85
2017,246,FIN,44,Wood and articles of wood; wood charcoal,3217898580
2017,251,FRA,44,Wood and articles of wood; wood charcoal,2792341122
2017,258,PYF,44,Wood and articles of wood; wood charcoal,250239.849
2017,266,GAB,44,Wood and articles of wood; wood charcoal,468069032.2
2017,268,GEO,44,Wood and articles of wood; wood charcoal,37544742.6
2017,270,GMB,44,Wood and articles of wood; wood charcoal,1095359.105
2017,275,PSE,44,Wood and articles of wood; wood charcoal,33777083.55
2017,276,DEU,44,Wood and articles of wood; wood charcoal,8586835877
2017,288,GHA,44,Wood and articles of wood; wood charcoal,189033140.5
2017,296,KIR,44,Wood and articles of wood; wood charcoal,8423.77
2017,300,GRC,44,Wood and articles of wood; wood charcoal,70644008.23
2017,304,GRL,44,Wood and articles of wood; wood charcoal,840.36
2017,308,GRD,44,Wood and articles of wood; wood charcoal,9548.139
2017,320,GTM,44,Wood and articles of wood; wood charcoal,108903320
2017,328,GUY,44,Wood and articles of wood; wood charcoal,44950603.62
2017,340,HND,44,Wood and articles of wood; wood charcoal,61144472.1
2017,344,HKG,44,Wood and articles of wood; wood charcoal,195692560.4
2017,348,HUN,44,Wood and articles of wood; wood charcoal,773562031
2017,352,ISL,44,Wood and articles of wood; wood charcoal,605871.089
2017,360,IDN,44,Wood and articles of wood; wood charcoal,4005076482
2017,364,IRN,44,Wood and articles of wood; wood charcoal,49941193
2017,372,IRL,44,Wood and articles of wood; wood charcoal,489547271.5
2017,376,ISR,44,Wood and articles of wood; wood charcoal,9711000
2017,380,ITA,44,Wood and articles of wood; wood charcoal,2060946030
2017,384,CIV,44,Wood and articles of wood; wood charcoal,144235393
2017,388,JAM,44,Wood and articles of wood; wood charcoal,2583740.45
2017,392,JPN,44,Wood and articles of wood; wood charcoal,291134742.5
2017,398,KAZ,44,Wood and articles of wood; wood charcoal,26546282.3
2017,400,JOR,44,Wood and articles of wood; wood charcoal,7419914.234
2017,404,KEN,44,Wood and articles of wood; wood charcoal,4079091.655
2017,410,KOR,44,Wood and articles of wood; wood charcoal,87581749
2017,414,KWT,44,Wood and articles of wood; wood charcoal,4092282.775
2017,417,KGZ,44,Wood and articles of wood; wood charcoal,807928
2017,418,LAO,44,Wood and articles of wood; wood charcoal,36576256
2017,422,LBN,44,Wood and articles of wood; wood charcoal,10803849.38
2017,426,LSO,44,Wood and articles of wood; wood charcoal,266930.126
2017,428,LVA,44,Wood and articles of wood; wood charcoal,2156801034
2017,430,LBR,44,Wood and articles of wood; wood charcoal,2764978
2017,434,LBY,44,Wood and articles of wood; wood charcoal,62006
2017,440,LTU,44,Wood and articles of wood; wood charcoal,1082025446
2017,442,LUX,44,Wood and articles of wood; wood charcoal,242988660.1
2017,446,MAC,44,Wood and articles of wood; wood charcoal,521630.872
2017,450,MDG,44,Wood and articles of wood; wood charcoal,6677819.535
2017,454,MWI,44,Wood and articles of wood; wood charcoal,9180909.209
2017,458,MYS,44,Wood and articles of wood; wood charcoal,3510512961
2017,462,MDV,44,Wood and articles of wood; wood charcoal,49.99
2017,466,MLI,44,Wood and articles of wood; wood charcoal,7798825.056
2017,470,MLT,44,Wood and articles of wood; wood charcoal,343226.048
2017,478,MRT,44,Wood and articles of wood; wood charcoal,68579.729
2017,480,MUS,44,Wood and articles of wood; wood charcoal,2054677.8
2017,484,MEX,44,Wood and articles of wood; wood charcoal,463633968
2017,490,S19,44,Wood and articles of wood; wood charcoal,179761350.5
2017,496,MNG,44,Wood and articles of wood; wood charcoal,633526.09
2017,498,MDA,44,Wood and articles of wood; wood charcoal,9799619
2017,499,MNE,44,Wood and articles of wood; wood charcoal,34675120.84
2017,500,MSR,44,Wood and articles of wood; wood charcoal,415.466
2017,504,MAR,44,Wood and articles of wood; wood charcoal,26758631.72
2017,508,MOZ,44,Wood and articles of wood; wood charcoal,59175500.9
2017,512,OMN,44,Wood and articles of wood; wood charcoal,31151867.16
2017,516,NAM,44,Wood and articles of wood; wood charcoal,29995408.1
2017,524,NPL,44,Wood and articles of wood; wood charcoal,559999.005
2017,528,NLD,44,Wood and articles of wood; wood charcoal,1513489219
2017,531,CUW,44,Wood and articles of wood; wood charcoal,1161794.589
2017,533,ABW,44,Wood and articles of wood; wood charcoal,170643.57
2017,554,NZL,44,Wood and articles of wood; wood charcoal,3298558668
2017,558,NIC,44,Wood and articles of wood; wood charcoal,8971019.65
2017,562,NER,44,Wood and articles of wood; wood charcoal,90559.48
2017,566,NGA,44,Wood and articles of wood; wood charcoal,35228582.05
2017,579,NOR,44,Wood and articles of wood; wood charcoal,585401889.8
2017,585,PLW,44,Wood and articles of wood; wood charcoal,1985.71
2017,586,PAK,44,Wood and articles of wood; wood charcoal,38964823.34
2017,591,PAN,44,Wood and articles of wood; wood charcoal,55208275
2017,600,PRY,44,Wood and articles of wood; wood charcoal,68209804
2017,604,PER,44,Wood and articles of wood; wood charcoal,117845373.5
2017,608,PHL,44,Wood and articles of wood; wood charcoal,1411068317
2017,616,POL,44,Wood and articles of wood; wood charcoal,4265187170
2017,620,PRT,44,Wood and articles of wood; wood charcoal,693299227.2
2017,626,TLS,44,Wood and articles of wood; wood charcoal,193676.17
2017,634,QAT,44,Wood and articles of wood; wood charcoal,2467894.051
2017,642,ROU,44,Wood and articles of wood; wood charcoal,1857196530
2017,643,RUS,44,Wood and articles of wood; wood charcoal,8079272921
2017,646,RWA,44,Wood and articles of wood; wood charcoal,65455.413
2017,659,KNA,44,Wood and articles of wood; wood charcoal,6716.453
2017,662,LCA,44,Wood and articles of wood; wood charcoal,213871.834
2017,670,VCT,44,Wood and articles of wood; wood charcoal,45581.014
2017,678,STP,44,Wood and articles of wood; wood charcoal,10077.352
2017,682,SAU,44,Wood and articles of wood; wood charcoal,45083196.57
2017,686,SEN,44,Wood and articles of wood; wood charcoal,7535270.623
2017,688,SRB,44,Wood and articles of wood; wood charcoal,286642984
2017,690,SYC,44,Wood and articles of wood; wood charcoal,12605.894
2017,694,SLE,44,Wood and articles of wood; wood charcoal,8355738.167
2017,699,IND,44,Wood and articles of wood; wood charcoal,414957002.2
2017,702,SGP,44,Wood and articles of wood; wood charcoal,98158462.44
2017,703,SVK,44,Wood and articles of wood; wood charcoal,929236097
2017,704,VNM,44,Wood and articles of wood; wood charcoal,2463503210
2017,705,SVN,44,Wood and articles of wood; wood charcoal,869470544.9
2017,710,ZAF,44,Wood and articles of wood; wood charcoal,536260402.1
2017,716,ZWE,44,Wood and articles of wood; wood charcoal,13828671.74
2017,724,ESP,44,Wood and articles of wood; wood charcoal,1676314857
2017,729,SDN,44,Wood and articles of wood; wood charcoal,665719
2017,740,SUR,44,Wood and articles of wood; wood charcoal,58001479.46
2017,748,SWZ,44,Wood and articles of wood; wood charcoal,99172871.29
2017,752,SWE,44,Wood and articles of wood; wood charcoal,4065183706
2017,757,CHE,44,Wood and articles of wood; wood charcoal,573667605.7
2017,762,TJK,44,Wood and articles of wood; wood charcoal,399796
2017,764,THA,44,Wood and articles of wood; wood charcoal,2871342830
2017,768,TGO,44,Wood and articles of wood; wood charcoal,1601972.931
2017,780,TTO,44,Wood and articles of wood; wood charcoal,4257554.765
2017,784,ARE,44,Wood and articles of wood; wood charcoal,140993412.2
2017,788,TUN,44,Wood and articles of wood; wood charcoal,21666595.18
2017,792,TUR,44,Wood and articles of wood; wood charcoal,752055473
2017,800,UGA,44,Wood and articles of wood; wood charcoal,23051045.82
2017,804,UKR,44,Wood and articles of wood; wood charcoal,1204743211
2017,807,MKD,44,Wood and articles of wood; wood charcoal,7355408.66
2017,818,EGY,44,Wood and articles of wood; wood charcoal,30320745.36
2017,826,GBR,44,Wood and articles of wood; wood charcoal,534704324.9
2017,834,TZA,44,Wood and articles of wood; wood charcoal,27530596.27
2017,842,USA,44,Wood and articles of wood; wood charcoal,9775356300
2017,854,BFA,44,Wood and articles of wood; wood charcoal,99444.069
2017,858,URY,44,Wood and articles of wood; wood charcoal,927892497
2017,860,UZB,44,Wood and articles of wood; wood charcoal,1720509
2017,882,WSM,44,Wood and articles of wood; wood charcoal,80232.845
2017,894,ZMB,44,Wood and articles of wood; wood charcoal,3426928.491
2018,4,AFG,44,Wood and articles of wood; wood charcoal,5791.53
2018,8,ALB,44,Wood and articles of wood; wood charcoal,26977235.07
2018,20,AND,44,Wood and articles of wood; wood charcoal,1609984.628
2018,24,AGO,44,Wood and articles of wood; wood charcoal,151718454
2018,28,ATG,44,Wood and articles of wood; wood charcoal,516751.643
2018,31,AZE,44,Wood and articles of wood; wood charcoal,284799.66
2018,32,ARG,44,Wood and articles of wood; wood charcoal,124791428.2
2018,36,AUS,44,Wood and articles of wood; wood charcoal,1730269953
2018,40,AUT,44,Wood and articles of wood; wood charcoal,5253104660
2018,44,BHS,44,Wood and articles of wood; wood charcoal,410796.63
2018,48,BHR,44,Wood and articles of wood; wood charcoal,22780645.05
2018,51,ARM,44,Wood and articles of wood; wood charcoal,1818410.14
