year,country_code,country_code_letter,dollar_value,HDI_value
2016,40,AUT,416298360.8,0.913
2017,40,AUT,450682204.5,0.914
2018,40,AUT,433118479.5,0.917
2019,40,AUT,466841023.6,0.92
2020,40,AUT,528509108.1,0.916
2021,40,AUT,599202159.6,0.92
2022,40,AUT,708493415.0,0.926
2023,40,AUT,675944966.9,
2013,31,AZE,10577.0,0.745
2014,31,AZE,20477.0,0.749
2015,31,AZE,61264.38,0.751
2016,31,AZE,2618718.72,0.752
2017,31,AZE,11941.07,0.754
2018,31,AZE,7802757.21,0.757
2019,31,AZE,3038098.37,0.762
2020,31,AZE,35356.89,0.722
2021,31,AZE,9842050.56,0.738
2022,31,AZE,3724340.88,0.76
2023,31,AZE,454346.35,
2013,108,BDI,616.0,0.416
2014,108,BDI,179597.0,0.419
2015,108,BDI,16118.0,0.42
2016,108,BDI,2416.0,0.423
2018,108,BDI,197435.818,0.421
2019,108,BDI,6413.089,0.423
2020,108,BDI,3039.088,0.419
2021,108,BDI,2363.29,0.419
2022,108,BDI,2688.32,0.42
2013,56,BEL,566317789.6,0.917
2014,56,BEL,578965834.1,0.922
2015,56,BEL,487781707.2,0.924
2016,56,BEL,458380913.4,0.927
2017,56,BEL,484642495.5,0.931
2018,56,BEL,598523767.2,0.933
2019,56,BEL,500465607.7,0.936
2020,56,BEL,577271404.4,0.93
2021,56,BEL,603704886.2,0.938
2022,56,BEL,582921801.7,0.942
2023,56,BEL,517818410.8,
2013,204,BEN,14950602.0,0.503
2014,204,BEN,7813805.0,0.506
2015,204,BEN,183437.534,0.509
2016,204,BEN,52019.863,0.508
2017,204,BEN,45552.271,0.505
2018,204,BEN,210309.671,0.506
2019,204,BEN,524562.939,0.506
2020,204,BEN,187135.5,0.501
2021,204,BEN,237427.646,0.502
2022,204,BEN,1108215.478,0.504
2023,204,BEN,3760034.421,
2013,854,BFA,9664157.59,0.399
2014,854,BFA,15345508.18,0.403
2015,854,BFA,12898489.03,0.413
2016,854,BFA,5126126.0,0.422
2017,854,BFA,17833129.19,0.432
2018,854,BFA,2963431.509,0.443
2019,854,BFA,8152247.834,0.446
2020,854,BFA,27933607.12,0.446
2021,854,BFA,3969400.881,0.445
2022,854,BFA,260329.923,0.438
2023,854,BFA,1858266.765,
2013,50,BGD,3772745.0,0.577
2015,50,BGD,6048132.0,0.604
2013,100,BGR,1579626206.0,0.804
2014,100,BGR,1231610943.0,0.807
2015,100,BGR,973494673.0,0.809
2016,100,BGR,1140768052.0,0.81
2017,100,BGR,1055763647.0,0.81
2018,100,BGR,1226417494.0,0.811
2019,100,BGR,1515460212.0,0.813
2020,100,BGR,1335207708.0,0.802
2021,100,BGR,1979647950.0,0.796
2022,100,BGR,1979038854.0,0.799
2023,100,BGR,2300940796.0,
2013,48,BHR,582784.0,0.839
2014,48,BHR,441510.0,0.839
2015,48,BHR,1148684.054,0.859
2016,48,BHR,905951.111,0.862
2017,48,BHR,449721.638,0.867
2018,48,BHR,754006.526,0.88
2019,48,BHR,1074210.56,0.888
2020,48,BHR,5159007.36,0.884
2021,48,BHR,1307924.703,0.884
2022,48,BHR,1837986.776,0.888
2023,48,BHR,601601.905,
2013,44,BHS,98621.0,0.804
2014,44,BHS,4150.0,0.807
2015,44,BHS,26659.0,0.807
2016,44,BHS,870.0,0.809
2017,44,BHS,221.0,0.812
2018,44,BHS,995.95,0.814
2019,44,BHS,26377.907,0.802
2021,44,BHS,30.0,0.799
2022,44,BHS,600.0,0.82
2023,44,BHS,1805.0,
2013,70,BIH,13782464.0,0.745
2014,70,BIH,24843997.0,0.751
2015,70,BIH,19509582.0,0.757
2016,70,BIH,29366484.0,0.767
2017,70,BIH,14200145.9,0.77
2018,70,BIH,14234400.79,0.774
2019,70,BIH,5975849.64,0.78
2020,70,BIH,10547872.76,0.776
2021,70,BIH,14483277.6,0.776
2022,70,BIH,9124707.23,0.779
2023,70,BIH,8770907.998,
2013,112,BLR,1191300.0,0.806
2014,112,BLR,1033300.0,0.81
2015,112,BLR,7331000.0,0.809
2016,112,BLR,22673400.0,0.809
2017,112,BLR,461000.0,0.811
2018,112,BLR,2621400.0,0.812
2019,112,BLR,2855200.0,0.81
2020,112,BLR,16112800.0,0.8
2021,112,BLR,27119800.0,0.801
2013,84,BLZ,784331.0,0.721
2014,84,BLZ,27738.0,0.716
2015,84,BLZ,84440.0,0.714
2016,84,BLZ,1267786.0,0.72
2017,84,BLZ,2781986.0,0.716
2018,84,BLZ,2566439.26,0.715
2019,84,BLZ,938702.595,0.718
2020,84,BLZ,730745.94,0.705
2021,84,BLZ,1528565.98,0.698
2022,84,BLZ,2790360.85,0.7
2023,84,BLZ,1661681.92,
2013,60,BMU,596.0,
2014,60,BMU,251.0,
2015,60,BMU,973.0,
2016,60,BMU,564.0,
2017,60,BMU,1292.24,
2018,60,BMU,1019.23,
2019,60,BMU,1803.98,
2020,60,BMU,345.88,
2021,60,BMU,127.9,
2022,60,BMU,2683.6,
2013,68,BOL,171708121.7,0.681
2014,68,BOL,205130271.3,0.683
2015,68,BOL,136732585.3,0.688
2016,68,BOL,91179488.15,0.7
2017,68,BOL,84638332.74,0.707
2018,68,BOL,90069157.19,0.712
2019,68,BOL,99407409.95,0.715
2020,68,BOL,106092097.0,0.691
2021,68,BOL,85575394.08,0.691
2022,68,BOL,53898652.8,0.698
2023,68,BOL,61683073.1,
2013,76,BRA,7067907695.0,0.75
2014,76,BRA,4437758891.0,0.753
2015,76,BRA,5724747542.0,0.752
2016,76,BRA,4109623784.0,0.753
2017,76,BRA,4980607185.0,0.758
2018,76,BRA,4503645570.0,0.762
2019,76,BRA,7783184371.0,0.764
2020,76,BRA,6473741436.0,0.758
2021,76,BRA,4834554641.0,0.756
2022,76,BRA,13896847184.0,0.76
2023,76,BRA,14975111759.0,
2024,76,BRA,9397882039.0,
2013,52,BRB,114495.0,0.793
2014,52,BRB,42293.0,0.795
2015,52,BRB,13181.0,0.798
2016,52,BRB,9835.0,0.801
2017,52,BRB,17559.5,0.803
2018,52,BRB,12560.0,0.804
2019,52,BRB,42854.0,0.806
2020,52,BRB,23117.0,0.803
2021,52,BRB,65391.5,0.803
2022,52,BRB,50638.5,0.809
2023,52,BRB,48602.0,
2013,96,BRN,1135.0,0.835
2014,96,BRN,8165.0,0.834
2015,96,BRN,5294.0,0.832
2016,96,BRN,55988.0,0.83
2017,96,BRN,148783.129,0.829
2018,96,BRN,1879229.12,0.826
2019,96,BRN,188953.41,0.827
2020,96,BRN,35899.74,0.827
2021,96,BRN,241610.01,0.824
2022,96,BRN,2768.108,0.823
2023,96,BRN,249323.612,
2013,72,BWA,17128590.68,0.676
2014,72,BWA,655701.209,0.683
2015,72,BWA,496156.051,0.688
2016,72,BWA,1104526.0,0.697
2017,72,BWA,1058212.791,0.705
2018,72,BWA,1373789.932,0.7
2019,72,BWA,1098427.979,0.703
2020,72,BWA,1765135.603,0.701
2021,72,BWA,3063563.035,0.68
2022,72,BWA,1903579.352,0.708
2023,72,BWA,839478.162,
2015,140,CAF,256296.0,0.367
2013,124,CAN,8072446257.0,0.923
2014,124,CAN,8753949989.0,0.925
2015,124,CAN,7335450157.0,0.927
2016,124,CAN,5620629965.0,0.928
2017,124,CAN,6276488746.0,0.929
2018,124,CAN,7191924534.0,0.93
2019,124,CAN,6728156563.0,0.932
2020,124,CAN,7782295354.0,0.928
2021,124,CAN,8702794424.0,0.934
2022,124,CAN,10164285233.0,0.935
2023,124,CAN,11212703553.0,
2013,757,CHE,3017179.76,0.947
2014,757,CHE,6252776.557,0.951
2015,757,CHE,5458396.998,0.952
2016,757,CHE,8221159.861,0.954
2017,757,CHE,5679174.618,0.955
2018,757,CHE,7834289.411,0.957
2019,757,CHE,10324029.68,0.96
2020,757,CHE,10099955.88,0.957
2021,757,CHE,7618743.445,0.965
2022,757,CHE,6490498.194,0.967
2023,757,CHE,6235697.441,
2013,152,CHL,389822697.4,0.837
2014,152,CHL,302831529.6,0.841
2015,152,CHL,114809373.5,0.846
2016,152,CHL,91909707.28,0.851
2017,152,CHL,93703259.63,0.854
2018,152,CHL,103112581.3,0.856
2019,152,CHL,73831388.78,0.859
2020,152,CHL,108308342.1,0.849
2021,152,CHL,103268994.0,0.856
2022,152,CHL,110645073.4,0.86
2023,152,CHL,90365482.67,
2013,156,CHN,513962087.0,0.723
2014,156,CHN,445421184.0,0.732
2015,156,CHN,321808151.0,0.741
2016,156,CHN,429187889.0,0.749
2017,156,CHN,669755860.0,0.757
2018,156,CHN,950073905.0,0.766
2019,156,CHN,1120943611.0,0.775
2020,156,CHN,959662739.0,0.781
2021,156,CHN,1076267931.0,0.785
2022,156,CHN,1070328055.0,0.788
2023,156,CHN,1027506075.0,
2013,384,CIV,17072057.96,0.48
2014,384,CIV,19700832.35,0.499
2015,384,CIV,9457927.243,0.501
2016,384,CIV,11184190.84,0.506
2017,384,CIV,22637323.38,0.515
2018,384,CIV,6929312.526,0.522
2019,384,CIV,10979373.78,0.529
2020,384,CIV,20198542.14,0.53
2021,384,CIV,17528853.1,0.53
2022,384,CIV,24840402.32,0.534
2023,384,CIV,21190081.18,
2013,120,CMR,1989124.0,0.544
2014,120,CMR,4273568.0,0.553
2015,120,CMR,6885876.0,0.562
2016,120,CMR,7025412.0,0.566
2017,120,CMR,9018602.221,0.574
2018,120,CMR,18468509.3,0.581
2019,120,CMR,10225655.37,0.586
2020,120,CMR,10102214.65,0.585
2021,120,CMR,19609241.77,0.581
2015,180,COD,36951.761,0.457
2016,180,COD,128006.443,0.466
2017,180,COD,1240875.545,0.469
2018,180,COD,91396.438,0.474
2019,180,COD,229818.215,0.476
2020,180,COD,67522.795,0.477
2021,180,COD,1278.549,0.475
2022,180,COD,2548.111,0.481
2014,178,COG,652.412,0.609
2016,178,COG,42175.25,0.606
2018,178,COG,146080.975,0.603
2019,178,COG,46090.514,0.596
2020,178,COG,570879.1,0.598
2021,178,COG,5773.59,0.598
2022,178,COG,23372.481,0.593
2013,170,COL,11750668.0,0.75
2014,170,COL,21911137.0,0.755
2015,170,COL,16402037.0,0.758
2016,170,COL,15048276.0,0.763
2017,170,COL,6094369.44,0.765
2018,170,COL,3650500.32,0.766
2019,170,COL,4144877.18,0.768
2020,170,COL,5139389.01,0.756
2021,170,COL,6034300.68,0.752
2022,170,COL,3360785.44,0.758
2023,170,COL,3491155.53,
2017,132,CPV,25.722,0.668
2019,132,CPV,146014.628,0.667
2021,132,CPV,20439.238,0.65
2022,132,CPV,16846.615,0.661
2023,132,CPV,32861.656,
2013,188,CRI,1759714.0,0.787
2014,188,CRI,2207919.0,0.79
2015,188,CRI,2165202.0,0.792
2016,188,CRI,2906762.0,0.796
2017,188,CRI,3239131.768,0.8
2018,188,CRI,2406029.5,0.804
2019,188,CRI,3876384.35,0.811
2020,188,CRI,6043612.62,0.811
2021,188,CRI,7154141.73,0.804
2022,188,CRI,9352586.3,0.806
2023,188,CRI,9189129.77,
2017,192,CUB,759.5,0.764
2018,192,CUB,1233.29,0.765
2019,192,CUB,606.0,0.766
2021,192,CUB,8737.02,0.742
2017,531,CUW,601735.407,
2018,531,CUW,652623.862,
2019,531,CUW,632286.05,
2020,531,CUW,674022.083,
2022,136,CYM,228.901,
2023,136,CYM,0.876,
2013,196,CYP,2337227.369,0.863
2014,196,CYP,127443.101,0.867
2015,196,CYP,183284.891,0.874
2016,196,CYP,117672.644,0.881
2017,196,CYP,228944.541,0.891
2018,196,CYP,92755.67,0.896
2019,196,CYP,176493.336,0.901
2020,196,CYP,143924.691,0.9
2021,196,CYP,958105.991,0.901
2022,196,CYP,178729.732,0.907
2023,196,CYP,173840.962,
2013,203,CZE,668943730.0,0.884
2014,203,CZE,754831215.0,0.889
2015,203,CZE,675009361.0,0.891
2016,203,CZE,667599667.0,0.894
2017,203,CZE,673101923.0,0.896
2018,203,CZE,575689936.0,0.893
2019,203,CZE,514122012.0,0.896
2020,203,CZE,699650992.0,0.891
2021,203,CZE,891784832.0,0.891
2022,203,CZE,1090156368.0,0.895
2023,203,CZE,1007776946.0,
2013,276,DEU,4324986212.0,0.938
2014,276,DEU,3851432623.0,0.942
2015,276,DEU,3405690909.0,0.941
2016,276,DEU,2848076412.0,0.941
2017,276,DEU,2410357548.0,0.944
2018,276,DEU,1978064962.0,0.946
2019,276,DEU,1951607881.0,0.951
2020,276,DEU,3018131760.0,0.948
2021,276,DEU,3313365299.0,0.948
2022,276,DEU,3792748922.0,0.95
2023,276,DEU,3369395771.0,
2021,262,DJI,291640858.6,0.512
2022,262,DJI,298579700.5,0.515
2023,262,DJI,268150909.2,
2017,212,DMA,14258.966,0.709
2021,212,DMA,219.629,0.737
2022,212,DMA,250.37,0.74
2023,212,DMA,6.667,
2013,208,DNK,508460429.0,0.933
2014,208,DNK,454753492.0,0.932
2015,208,DNK,485256958.0,0.936
2016,208,DNK,336767753.3,0.943
2017,208,DNK,413160248.0,0.944
2018,208,DNK,310670048.2,0.942
2019,208,DNK,293605910.3,0.946
2020,208,DNK,361286924.7,0.946
2021,208,DNK,430409388.6,0.947
2022,208,DNK,407668666.0,0.952
2023,208,DNK,504833081.5,
2013,214,DOM,6620565.0,0.722
2014,214,DOM,18930764.84,0.728
2015,214,DOM,20589602.01,0.739
2016,214,DOM,20024780.76,0.759
2017,214,DOM,14257687.02,0.761
2018,214,DOM,24733096.23,0.763
2019,214,DOM,15352363.97,0.765
2020,214,DOM,3339462.75,0.76
2021,214,DOM,902183.202,0.756
2022,214,DOM,1783266.864,0.766
2023,214,DOM,4385068.545,
2013,12,DZA,65473.0,0.729
2014,12,DZA,31632.0,0.732
2015,12,DZA,4281.0,0.736
2016,12,DZA,12546.0,0.738
2017,12,DZA,44722.13,0.738
2013,218,ECU,35223868.0,0.755
2014,218,ECU,16816723.0,0.759
2015,218,ECU,7288515.0,0.764
2016,218,ECU,5804111.0,0.761
2017,218,ECU,5540553.32,0.762
2018,218,ECU,23046440.55,0.761
2019,218,ECU,25966144.52,0.758
2020,218,ECU,37627333.28,0.734
2021,218,ECU,16185477.89,0.746
2022,218,ECU,31622677.6,0.765
2023,218,ECU,6566330.3,
2013,818,EGY,205653109.0,0.684
2014,818,EGY,35069502.0,0.688
2015,818,EGY,82730547.99,0.695
2016,818,EGY,31763025.24,0.702
2017,818,EGY,2939696.283,0.709
2018,818,EGY,7601254.783,0.717
2019,818,EGY,5299040.953,0.724
2020,818,EGY,5049718.858,0.729
2021,818,EGY,7042744.266,0.726
2022,818,EGY,14356990.0,0.728
2023,818,EGY,12503812.12,
2013,724,ESP,597783957.1,0.88
2014,724,ESP,531588812.9,0.884
2015,724,ESP,461805676.0,0.889
2016,724,ESP,401375607.8,0.894
2017,724,ESP,412865461.4,0.896
2018,724,ESP,481519721.7,0.899
2019,724,ESP,502860836.5,0.904
2020,724,ESP,553390632.2,0.894
2021,724,ESP,533052338.8,0.904
2022,724,ESP,617532478.8,0.911
2023,724,ESP,453745090.6,
2013,233,EST,123173688.0,0.881
2014,233,EST,114298594.0,0.879
2015,233,EST,158631108.0,0.883
2016,233,EST,117539247.9,0.884
2017,233,EST,172301366.1,0.886
2018,233,EST,124488007.6,0.89
2019,233,EST,220573870.9,0.893
2020,233,EST,244323674.6,0.891
2021,233,EST,202676187.9,0.89
2022,233,EST,311188449.4,0.899
2023,233,EST,237238840.1,
2013,231,ETH,4251174.827,0.437
2014,231,ETH,17711033.16,0.445
2015,231,ETH,8232986.39,0.455
2016,231,ETH,4678198.057,0.465
2017,231,ETH,12021619.94,0.472
2018,231,ETH,1425753.399,0.479
2019,231,ETH,700927.24,0.485
2020,231,ETH,5297668.84,0.489
2021,231,ETH,11639516.37,0.489
2022,231,ETH,7235752.802,0.492
2023,231,ETH,3470476.058,
2013,246,FIN,174062496.0,0.926
2014,246,FIN,212447066.0,0.928
2015,246,FIN,162855795.0,0.93
2016,246,FIN,131502974.0,0.931
2017,246,FIN,123431999.4,0.934
2018,246,FIN,94674696.6,0.936
2019,246,FIN,134505751.9,0.939
2020,246,FIN,160311634.6,0.939
2021,246,FIN,117834925.7,0.941
2022,246,FIN,87296439.34,0.942
2023,246,FIN,136243999.3,
2013,242,FJI,833939.0,0.712
2014,242,FJI,679873.0,0.715
2015,242,FJI,1165937.608,0.716
2016,242,FJI,562748.614,0.721
2017,242,FJI,462936.825,0.728
2018,242,FJI,497778.728,0.731
2019,242,FJI,555168.913,0.73
2020,242,FJI,526158.406,0.722
2021,242,FJI,1525513.911,0.715
2022,242,FJI,2606697.456,0.729
2023,242,FJI,2829447.669,
2013,251,FRA,10862257986.0,0.888
2014,251,FRA,8970659000.0,0.892
2015,251,FRA,7990681128.0,0.893
2016,251,FRA,6206352659.0,0.896
2017,251,FRA,5592713026.0,0.899
2018,251,FRA,7284172862.0,0.903
2019,251,FRA,7405903929.0,0.905
2020,251,FRA,7796424068.0,0.9
2021,251,FRA,8339355514.0,0.906
2022,251,FRA,11875899876.0,0.91
2023,251,FRA,8186364780.0,
2013,266,GAB,61582.865,0.678
2014,266,GAB,73.67,0.687
2015,266,GAB,2403.172,0.692
2016,266,GAB,1221.34,0.696
2017,266,GAB,1375.561,0.699
2018,266,GAB,1886.41,0.699
2019,266,GAB,3391.151,0.702
2020,266,GAB,17705.667,0.704
2021,266,GAB,4705864.025,0.687
2022,266,GAB,38294.035,0.693
2023,266,GAB,4398.415,
2013,826,GBR,488537506.0,0.923
2014,826,GBR,702098980.0,0.924
2015,826,GBR,859852073.0,0.923
2016,826,GBR,944623786.0,0.926
2017,826,GBR,454271688.5,0.929
2018,826,GBR,410559055.4,0.928
2019,826,GBR,741248615.7,0.933
2020,826,GBR,564379313.1,0.92
2021,826,GBR,392747618.8,0.931
2022,826,GBR,818720462.2,0.94
2023,826,GBR,808977877.8,
2013,268,GEO,62064124.0,0.784
2014,268,GEO,20370173.46,0.793
2015,268,GEO,5362489.65,0.798
2016,268,GEO,3656117.48,0.802
2017,268,GEO,5653760.15,0.807
2018,268,GEO,5014290.51,0.816
2019,268,GEO,3377775.91,0.816
2020,268,GEO,1265771.85,0.807
2021,268,GEO,2901794.12,0.809
2022,268,GEO,2548616.08,0.814
2023,268,GEO,1566977.357,
2013,288,GHA,467609.0,0.587
2014,288,GHA,4003336.907,0.582
2015,288,GHA,639174.918,0.586
2016,288,GHA,554203.0,0.586
2017,288,GHA,468671.294,0.585
2018,288,GHA,382135.643,0.589
2019,288,GHA,110989.878,0.599
2021,288,GHA,503479.122,0.6
2022,288,GHA,1071725.373,0.602
2023,288,GHA,3415242.111,
2013,324,GIN,104145.0,0.43
2014,324,GIN,324010.0,0.436
2015,324,GIN,1816907.0,0.449
2016,324,GIN,3691585.0,0.466
2013,270,GMB,94802.582,0.461
2014,270,GMB,371057.388,0.462
2015,270,GMB,105773.535,0.467
2016,270,GMB,85.874,0.472
2017,270,GMB,1398.96,0.477
2018,270,GMB,20575.952,0.483
2020,270,GMB,48688.542,0.492
2021,270,GMB,3726980.58,0.49
2015,624,GNB,180200.0,0.47
2013,300,GRC,154581991.0,0.874
2014,300,GRC,235388711.0,0.879
2015,300,GRC,122412105.0,0.881
2016,300,GRC,221848326.0,0.877
2017,300,GRC,140612505.2,0.88
2018,300,GRC,156699525.7,0.886
2019,300,GRC,143378465.6,0.89
2020,300,GRC,167510828.6,0.887
2021,300,GRC,294157756.4,0.887
2022,300,GRC,312937136.1,0.893
2023,300,GRC,302442149.6,
2015,308,GRD,15932.206,0.786
2021,308,GRD,102050.741,0.788
2022,308,GRD,11.481,0.793
2014,304,GRL,869.38,
2013,320,GTM,5696253.0,0.623
2014,320,GTM,2565198.0,0.64
2015,320,GTM,3615562.0,0.629
2016,320,GTM,3780186.0,0.633
2017,320,GTM,2103883.0,0.636
2018,320,GTM,2030565.0,0.64
2019,320,GTM,1689169.0,0.645
2020,320,GTM,1958620.0,0.638
2021,320,GTM,4158872.0,0.63
2022,320,GTM,12125523.0,0.629
2023,320,GTM,12423820.0,
2013,328,GUY,239038591.0,0.674
2014,328,GUY,247647128.0,0.682
2015,328,GUY,219576773.2,0.686
2016,328,GUY,169314967.0,0.693
2017,328,GUY,188381935.6,0.699
2018,328,GUY,188463445.9,0.704
2019,328,GUY,224419909.4,0.711
2020,328,GUY,490005007.1,0.727
2021,328,GUY,405747156.3,0.721
2022,328,GUY,394132236.4,0.742
2023,328,GUY,240683700.4,
2013,344,HKG,15471555.0,0.928
2014,344,HKG,15174963.0,0.932
2015,344,HKG,15163446.46,0.936
2016,344,HKG,14789227.29,0.939
2017,344,HKG,14987360.55,0.946
2018,344,HKG,18662987.28,0.949
2019,344,HKG,17235032.94,0.953
2020,344,HKG,14545426.76,0.955
2021,344,HKG,13216455.37,0.959
2022,344,HKG,12747894.67,0.956
2023,344,HKG,12828598.14,
2014,340,HND,1672030.0,0.603
2015,340,HND,7646980.0,0.61
2016,340,HND,7087167.0,0.615
2017,340,HND,6071856.18,0.614
2018,340,HND,6763671.91,0.614
2019,340,HND,4839113.13,0.629
2020,340,HND,6426229.04,0.621
2021,340,HND,5658073.78,0.62
2023,340,HND,7255210.86,
2013,191,HRV,147921693.0,0.839
2014,191,HRV,128530053.0,0.842
2015,191,HRV,156589295.0,0.844
2016,191,HRV,165902097.0,0.85
2017,191,HRV,174531403.0,0.855
2018,191,HRV,223015613.0,0.86
2019,191,HRV,237335096.0,0.866
2020,191,HRV,367265005.0,0.86
2021,191,HRV,438182813.0,0.867
2022,191,HRV,572230296.0,0.878
2023,191,HRV,407716671.0,
2013,348,HUN,1737845838.0,0.843
2014,348,HUN,1621111476.0,0.84
2015,348,HUN,1555347686.0,0.839
2016,348,HUN,1315671522.0,0.843
2017,348,HUN,1725306614.0,0.846
2018,348,HUN,1372867581.0,0.85
2019,348,HUN,1494644391.0,0.854
2020,348,HUN,1829483187.0,0.849
2021,348,HUN,1929944816.0,0.846
2022,348,HUN,1841955723.0,0.851
2023,348,HUN,1836564202.0,
2013,360,IDN,11965303.0,0.687
2014,360,IDN,14124741.0,0.69
2015,360,IDN,57126110.0,0.698
2016,360,IDN,12084037.0,0.701
2017,360,IDN,4350322.88,0.708
2018,360,IDN,75008015.45,0.712
2019,360,IDN,1604963.691,0.718
2020,360,IDN,17528815.18,0.712
2021,360,IDN,6841469.6,0.707
2022,360,IDN,51907088.0,0.713
2023,360,IDN,31089338.9,
2013,699,IND,11592454581.0,0.6
2014,699,IND,10059331357.0,0.611
2015,699,IND,6846426692.0,0.619
2016,699,IND,5554785432.0,0.63
2017,699,IND,7334875666.0,0.636
2018,699,IND,7720142280.0,0.636
2019,699,IND,7066835286.0,0.638
2020,699,IND,8671983641.0,0.638
2021,699,IND,12350066606.0,0.633
2022,699,IND,14087763977.0,0.644
2023,699,IND,11281621458.0,
2013,372,IRL,35051198.85,0.911
2014,372,IRL,23905616.92,0.918
2015,372,IRL,40534296.66,0.924
2016,372,IRL,18104174.5,0.929
2017,372,IRL,21713432.44,0.934
2018,372,IRL,22226294.74,0.938
2019,372,IRL,37218368.11,0.942
2020,372,IRL,45241396.7,0.945
2021,372,IRL,66068787.98,0.946
2022,372,IRL,66246993.41,0.95
2023,372,IRL,68068690.39,
2013,364,IRN,1639216.4,0.78
2014,364,IRN,12088558.81,0.783
2015,364,IRN,614380.0,0.782
2016,364,IRN,584020.0,0.785
2017,364,IRN,21348304.0,0.788
2018,364,IRN,14818872.0,0.787
2019,364,IRN,2958557.779,0.785
2020,364,IRN,4804792.0,0.779
2021,364,IRN,3155770.0,0.776
2022,364,IRN,2102365.0,0.78
2013,352,ISL,97.0,0.942
2014,352,ISL,1518.0,0.946
2015,352,ISL,2911.0,0.948
2016,352,ISL,5666.0,0.951
2017,352,ISL,12044.478,0.955
2018,352,ISL,11613.397,0.958
2019,352,ISL,27387.868,0.958
2020,352,ISL,17500.583,0.955
2021,352,ISL,8623.757,0.957
2022,352,ISL,6787.267,0.959
2023,352,ISL,12498.878,
2013,376,ISR,25006000.0,0.896
2014,376,ISR,17756000.0,0.899
2015,376,ISR,16532000.0,0.899
2016,376,ISR,4610000.0,0.902
2017,376,ISR,5413000.0,0.906
2018,376,ISR,3343000.0,0.908
2019,376,ISR,1782000.0,0.909
2020,376,ISR,1298000.0,0.906
2021,376,ISR,1545000.0,0.911
2022,376,ISR,735000.0,0.915
2023,376,ISR,875007.0,
2013,380,ITA,808524344.0,0.88
2014,380,ITA,914230639.0,0.882
2015,380,ITA,912559629.0,0.881
2016,380,ITA,778848791.6,0.886
2017,380,ITA,850603754.6,0.889
2018,380,ITA,740042127.1,0.894
2019,380,ITA,721409069.5,0.899
2020,380,ITA,832269711.6,0.892
