year,country_code,country_code_letter,HDI_value,dollar_per_capita
2015,512,OMN,0.824,5628.32
2015,516,NAM,0.627,43.42
2015,524,NPL,0.568,0.0
2015,528,NLD,0.932,3729.07
2015,533,ABW,,1.46
2015,540,NCL,,0.7
2015,554,NZL,0.933,135.92
2015,558,NIC,0.644,2.37
2015,562,NER,0.367,7.44
2015,566,NGA,0.52,223.21
2015,579,NOR,0.952,11538.83
2015,586,PAK,0.525,1.22
2015,591,PAN,0.802,0.34
2015,600,PRY,0.738,338.75
2015,604,PER,0.758,95.79
2015,608,PHL,0.696,7.35
2015,616,POL,0.869,169.42
2015,620,PRT,0.85,407.04
2015,624,GNB,0.47,0.0
2015,634,QAT,0.852,27507.31
2015,642,ROU,0.813,137.23
2015,643,RUS,0.823,1493.36
2015,646,RWA,0.509,7.72
2015,659,KNA,0.829,0.3
2015,662,LCA,0.736,221.18
2015,670,VCT,0.777,0.1
2015,682,SAU,0.842,5131.41
2015,686,SEN,0.501,24.84
2015,688,SRB,0.794,53.64
2015,690,SYC,0.797,1508.18
2015,694,SLE,0.438,0.03
2015,699,IND,0.619,23.64
2015,702,SGP,0.935,7885.56
2015,703,SVK,0.852,494.25
2015,704,VNM,0.697,53.83
2015,705,SVN,0.903,683.52
2015,710,ZAF,0.721,137.26
2015,716,ZWE,0.544,4.52
2015,724,ESP,0.889,301.31
2015,729,SDN,0.514,74.97
2015,740,SUR,0.707,0.02
2015,748,SWZ,0.577,12.34
2015,752,SWE,0.937,882.63
2015,757,CHE,0.952,332.01
2015,764,THA,0.789,119.67
2015,768,TGO,0.51,4.8
2015,780,TTO,0.812,3533.01
2015,784,ARE,0.86,7348.83
2015,788,TUN,0.724,89.01
2015,792,TUR,0.821,65.82
2015,800,UGA,0.525,3.97
2015,804,UKR,0.764,10.66
2015,807,MKD,0.777,32.19
2015,818,EGY,0.695,39.47
2015,826,GBR,0.923,506.79
2015,834,TZA,0.507,2.47
2015,842,USA,0.924,323.17
2015,854,BFA,0.413,1.8
2015,858,URY,0.807,6.51
2015,882,WSM,0.71,73.85
2015,887,YEM,0.455,0.03
2015,894,ZMB,0.563,6.42
2016,4,AFG,0.483,0.8
2016,8,ALB,0.795,76.8
2016,12,DZA,0.738,699.76
2016,20,AND,0.859,0.14
2016,24,AGO,0.595,891.26
2016,28,ATG,0.822,6.92
2016,31,AZE,0.752,1257.47
2016,32,ARG,0.848,32.93
2016,36,AUS,0.936,2006.54
2016,40,AUT,0.913,282.47
2016,44,BHS,0.809,117.28
2016,48,BHR,0.862,2732.99
2016,51,ARM,0.773,20.53
2016,52,BRB,0.801,276.48
2016,56,BEL,0.927,1540.35
2016,60,BMU,,0.25
2016,68,BOL,0.7,198.69
2016,70,BIH,0.767,104.38
2016,72,BWA,0.697,5.59
2016,76,BRA,0.753,66.57
2016,84,BLZ,0.72,48.65
2016,90,SLB,0.564,0.07
2016,96,BRN,0.83,10020.23
2016,100,BGR,0.81,349.25
2016,104,MMR,0.567,63.84
2016,108,BDI,0.423,0.2
2016,112,BLR,0.809,512.03
2016,116,KHM,0.573,0.05
2016,120,CMR,0.566,6.99
2016,124,CAN,0.928,1724.62
2016,140,CAF,0.373,0.01
2016,144,LKA,0.765,7.71
2016,152,CHL,0.851,30.01
2016,156,CHN,0.749,19.36
2016,170,COL,0.763,310.92
2016,178,COG,0.606,294.85
2016,180,COD,0.466,3.58
2016,188,CRI,0.796,0.69
2016,191,HRV,0.85,315.51
2016,192,CUB,0.763,7.98
2016,196,CYP,0.881,385.35
2016,203,CZE,0.894,287.02
2016,204,BEN,0.508,1.25
2016,208,DNK,0.943,685.92
2016,212,DMA,0.728,0.14
2016,214,DOM,0.759,35.53
2016,218,ECU,0.761,332.97
2016,222,SLV,0.664,24.98
2016,231,ETH,0.465,0.0
2016,233,EST,0.884,888.0
2016,242,FJI,0.721,185.14
2016,246,FIN,0.931,800.12
2016,251,FRA,0.896,169.12
2016,258,PYF,,0.1
2016,266,GAB,0.696,1397.37
2016,268,GEO,0.802,16.71
2016,270,GMB,0.472,0.13
2016,275,PSE,0.715,0.35
2016,276,DEU,0.941,280.22
2016,288,GHA,0.586,47.12
2016,296,KIR,0.619,10.93
2016,300,GRC,0.877,709.39
2016,304,GRL,,0.01
2016,308,GRD,0.787,0.06
2016,320,GTM,0.633,20.78
2016,324,GIN,0.466,0.92
2016,328,GUY,0.693,1.88
2016,340,HND,0.615,0.1
2016,344,HKG,0.939,70.52
2016,348,HUN,0.843,192.22
2016,352,ISL,0.951,173.61
2016,360,IDN,0.701,105.34
2016,364,IRN,0.785,670.6
2016,368,IRQ,0.661,1137.73
2016,372,IRL,0.929,160.65
2016,376,ISR,0.902,98.36
2016,380,ITA,0.886,199.01
2016,384,CIV,0.506,50.84
2016,388,JAM,0.71,62.19
2016,392,JPN,0.914,73.75
2016,398,KAZ,0.797,1216.26
2016,400,JOR,0.74,0.82
2016,404,KEN,0.586,8.83
2016,410,KOR,0.912,536.77
2016,414,KWT,0.832,10352.23
2016,417,KGZ,0.692,7.93
2016,418,LAO,0.61,1.09
2016,422,LBN,0.76,2.24
2016,426,LSO,0.518,0.25
2016,428,LVA,0.858,341.24
2016,434,LBY,0.746,2703.7
2016,440,LTU,0.87,1200.56
2016,442,LUX,0.922,14.18
2016,450,MDG,0.501,2.22
2016,454,MWI,0.501,0.05
2016,458,MYS,0.798,834.64
2016,462,MDV,0.734,0.03
2016,466,MLI,0.407,0.43
2016,470,MLT,0.887,2254.17
2016,480,MUS,0.794,26.49
2016,484,MEX,0.773,148.25
2016,496,MNG,0.741,426.27
2016,498,MDA,0.755,2.39
2016,499,MNE,0.826,91.38
2016,504,MAR,0.662,5.56
2016,508,MOZ,0.448,34.18
2016,512,OMN,0.832,5230.18
2016,516,NAM,0.631,19.54
2016,524,NPL,0.574,0.0
2016,528,NLD,0.933,3310.89
2016,533,ABW,,0.92
2016,554,NZL,0.935,102.53
2016,558,NIC,0.65,1.34
2016,562,NER,0.372,7.45
2016,566,NGA,0.526,162.33
2016,579,NOR,0.956,9070.41
2016,585,PLW,0.784,0.2
2016,586,PAK,0.533,0.7
2016,591,PAN,0.809,0.42
2016,600,PRY,0.736,345.53
2016,604,PER,0.764,75.48
2016,608,PHL,0.696,7.03
2016,616,POL,0.872,132.1
2016,620,PRT,0.851,335.22
2016,634,QAT,0.853,18868.44
2016,642,ROU,0.815,117.16
2016,643,RUS,0.826,1006.79
2016,646,RWA,0.518,9.36
2016,659,KNA,0.836,0.15
2016,662,LCA,0.744,15.26
2016,670,VCT,0.783,0.06
2016,682,SAU,0.846,4393.59
2016,686,SEN,0.51,18.77
2016,688,SRB,0.8,54.12
2016,690,SYC,0.798,1337.5
2016,694,SLE,0.446,0.01
2016,699,IND,0.63,20.62
2016,702,SGP,0.937,6676.66
2016,703,SVK,0.855,388.23
2016,704,VNM,0.702,38.08
2016,705,SVN,0.909,604.07
2016,710,ZAF,0.711,129.87
2016,716,ZWE,0.547,1.33
2016,724,ESP,0.894,245.51
2016,729,SDN,0.517,10.28
2016,748,SWZ,0.59,13.11
2016,752,SWE,0.939,793.02
2016,757,CHE,0.954,223.02
2016,762,TJK,0.655,5.9
2016,764,THA,0.793,88.48
2016,768,TGO,0.515,5.41
2016,780,TTO,0.81,1875.05
2016,784,ARE,0.866,5322.15
2016,788,TUN,0.728,66.52
2016,792,TUR,0.826,42.64
2016,800,UGA,0.531,3.65
2016,804,UKR,0.767,9.79
2016,807,MKD,0.782,30.1
2016,818,EGY,0.702,31.14
2016,826,GBR,0.926,392.4
2016,834,TZA,0.509,0.78
2016,842,USA,0.926,289.82
2016,854,BFA,0.422,0.55
2016,858,URY,0.811,9.94
2016,882,WSM,0.714,59.17
2016,894,ZMB,0.564,3.29
2017,4,AFG,0.485,1.22
2017,8,ALB,0.796,70.29
2017,12,DZA,0.738,811.3
2017,20,AND,0.86,0.14
2017,24,AGO,0.597,1093.17
2017,28,ATG,0.824,0.96
2017,31,AZE,0.754,1407.26
2017,32,ARG,0.853,36.73
2017,36,AUS,0.937,2841.92
2017,40,AUT,0.914,347.35
2017,44,BHS,0.812,186.16
2017,48,BHR,0.867,3708.62
2017,51,ARM,0.775,24.16
2017,52,BRB,0.803,385.15
2017,56,BEL,0.931,1890.5
2017,60,BMU,,0.28
2017,68,BOL,0.707,241.03
2017,70,BIH,0.77,155.35
2017,72,BWA,0.705,3.93
2017,76,BRA,0.758,103.68
2017,84,BLZ,0.716,56.32
2017,90,SLB,0.566,0.0
2017,96,BRN,0.829,11528.97
2017,100,BGR,0.81,460.51
2017,104,MMR,0.58,71.32
2017,108,BDI,0.422,0.03
2017,112,BLR,0.811,728.52
2017,116,KHM,0.581,0.0
2017,120,CMR,0.574,58.79
2017,124,CAN,0.929,2314.54
2017,140,CAF,0.379,0.0
2017,144,LKA,0.77,13.74
2017,152,CHL,0.854,39.47
2017,156,CHN,0.757,25.35
2017,170,COL,0.765,424.82
2017,174,COM,0.571,0.01
2017,178,COG,0.6,687.12
2017,180,COD,0.469,3.74
2017,188,CRI,0.8,0.89
2017,191,HRV,0.855,416.89
2017,192,CUB,0.764,5.22
2017,196,CYP,0.891,573.78
2017,203,CZE,0.896,308.21
2017,204,BEN,0.505,1.54
2017,208,DNK,0.944,814.5
2017,212,DMA,0.709,0.38
2017,214,DOM,0.761,45.06
2017,218,ECU,0.762,413.03
2017,222,SLV,0.667,29.39
2017,231,ETH,0.472,0.0
2017,233,EST,0.886,1163.96
2017,242,FJI,0.728,188.98
2017,246,FIN,0.934,961.64
2017,251,FRA,0.899,219.12
2017,258,PYF,,0.2
2017,266,GAB,0.699,1666.76
2017,268,GEO,0.807,29.21
2017,270,GMB,0.477,0.0
2017,275,PSE,0.718,0.23
2017,276,DEU,0.944,311.0
2017,288,GHA,0.585,121.27
2017,296,KIR,0.626,9.25
2017,300,GRC,0.88,942.42
2017,304,GRL,,0.05
2017,308,GRD,0.786,2.28
2017,320,GTM,0.636,23.01
2017,328,GUY,0.699,0.51
2017,340,HND,0.614,4.24
2017,344,HKG,0.946,79.55
2017,348,HUN,0.846,291.27
2017,352,ISL,0.955,167.9
2017,360,IDN,0.708,137.96
2017,364,IRN,0.788,884.64
2017,372,IRL,0.934,232.29
2017,376,ISR,0.906,100.87
2017,380,ITA,0.889,271.04
2017,384,CIV,0.515,58.76
2017,388,JAM,0.711,83.08
2017,392,JPN,0.916,89.62
2017,398,KAZ,0.802,1646.76
2017,400,JOR,0.744,1.02
2017,404,KEN,0.591,7.19
2017,410,KOR,0.915,708.72
2017,414,KWT,0.835,11932.87
2017,417,KGZ,0.695,13.82
2017,418,LAO,0.612,184.17
2017,422,LBN,0.765,7.01
2017,426,LSO,0.522,0.27
2017,428,LVA,0.863,359.31
2017,430,LBR,0.481,0.31
2017,434,LBY,0.761,2660.91
2017,440,LTU,0.878,1528.46
2017,442,LUX,0.918,18.36
2017,446,MAC,,0.11
2017,450,MDG,0.502,2.01
2017,454,MWI,0.506,0.08
2017,458,MYS,0.8,1037.55
2017,462,MDV,0.74,0.01
2017,466,MLI,0.413,0.02
2017,470,MLT,0.896,3299.09
2017,480,MUS,0.797,25.97
2017,484,MEX,0.776,184.23
2017,496,MNG,0.742,841.21
2017,498,MDA,0.764,6.62
2017,499,MNE,0.833,83.23
2017,504,MAR,0.671,6.62
2017,508,MOZ,0.45,86.36
2017,512,OMN,0.833,4843.72
2017,516,NAM,0.634,31.78
2017,524,NPL,0.581,0.0
2017,528,NLD,0.936,4038.49
2017,533,ABW,,0.94
2017,554,NZL,0.935,128.17
2017,558,NIC,0.656,1.83
2017,562,NER,0.377,12.25
2017,566,NGA,0.528,213.24
2017,579,NOR,0.959,11051.02
2017,585,PLW,0.786,1.65
2017,586,PAK,0.534,1.16
2017,591,PAN,0.814,0.46
2017,600,PRY,0.739,339.25
2017,604,PER,0.765,112.19
2017,608,PHL,0.7,9.59
2017,616,POL,0.874,148.47
2017,620,PRT,0.857,432.3
2017,626,TLS,0.614,0.39
2017,634,QAT,0.862,22320.92
2017,642,ROU,0.823,136.92
2017,643,RUS,0.827,1280.17
2017,646,RWA,0.52,11.2
2017,659,KNA,0.836,1.64
2017,662,LCA,0.742,45.12
2017,670,VCT,0.789,0.05
2017,678,STP,0.604,0.0
2017,682,SAU,0.849,5487.88
2017,686,SEN,0.511,28.61
2017,688,SRB,0.802,61.44
2017,690,SYC,0.798,1586.69
2017,694,SLE,0.448,0.0
2017,699,IND,0.636,26.38
2017,702,SGP,0.938,8518.28
2017,703,SVK,0.857,512.3
2017,704,VNM,0.706,50.93
2017,705,SVN,0.912,756.92
2017,710,ZAF,0.725,183.29
2017,716,ZWE,0.552,1.71
2017,724,ESP,0.896,383.55
