year,country_code,country_code_letter,HDI_value,dollar_per_capita
2017,70,BIH,0.77,4.14
2018,70,BIH,0.774,4.2
2019,70,BIH,0.78,1.79
2020,70,BIH,0.776,3.2
2013,112,BLR,0.806,0.13
2014,112,BLR,0.81,0.11
2015,112,BLR,0.809,0.77
2016,112,BLR,0.809,2.39
2017,112,BLR,0.811,0.05
2018,112,BLR,0.812,0.28
2019,112,BLR,0.81,0.3
2020,112,BLR,0.8,1.72
2013,84,BLZ,0.721,2.3
2014,84,BLZ,0.716,0.08
2015,84,BLZ,0.714,0.24
2016,84,BLZ,0.72,3.48
2017,84,BLZ,0.716,7.45
2018,84,BLZ,0.715,6.75
2019,84,BLZ,0.718,2.43
2020,84,BLZ,0.705,1.87
2013,60,BMU,,0.01
2014,60,BMU,,0.0
2015,60,BMU,,0.02
2016,60,BMU,,0.01
2017,60,BMU,,0.02
2018,60,BMU,,0.02
2019,60,BMU,,0.03
2020,60,BMU,,0.01
2013,68,BOL,0.681,16.07
2014,68,BOL,0.683,18.91
2015,68,BOL,0.688,12.41
2016,68,BOL,0.7,8.16
2017,68,BOL,0.707,7.46
2018,68,BOL,0.712,7.83
2019,68,BOL,0.715,8.52
2020,68,BOL,0.691,8.98
2013,76,BRA,0.75,35.61
2014,76,BRA,0.753,22.18
2015,76,BRA,0.752,28.39
2016,76,BRA,0.753,20.22
2017,76,BRA,0.758,24.33
2018,76,BRA,0.762,21.85
2019,76,BRA,0.764,37.52
2020,76,BRA,0.758,31.03
2013,52,BRB,0.793,0.41
2014,52,BRB,0.795,0.15
2015,52,BRB,0.798,0.05
2016,52,BRB,0.801,0.04
2017,52,BRB,0.803,0.06
2018,52,BRB,0.804,0.04
2019,52,BRB,0.806,0.15
2020,52,BRB,0.803,0.08
2013,96,BRN,0.835,0.0
2014,96,BRN,0.834,0.02
2015,96,BRN,0.832,0.01
2016,96,BRN,0.83,0.13
2017,96,BRN,0.829,0.34
2018,96,BRN,0.826,4.29
2019,96,BRN,0.827,0.43
2020,96,BRN,0.827,0.08
2013,72,BWA,0.676,8.0
2014,72,BWA,0.683,0.3
2015,72,BWA,0.688,0.23
2016,72,BWA,0.697,0.49
2017,72,BWA,0.705,0.47
2018,72,BWA,0.7,0.6
2019,72,BWA,0.703,0.47
2020,72,BWA,0.701,0.75
2015,140,CAF,0.367,0.06
2013,124,CAN,0.923,230.11
2014,124,CAN,0.925,247.05
2015,124,CAN,0.927,205.45
2016,124,CAN,0.928,155.65
2017,124,CAN,0.929,171.75
2018,124,CAN,0.93,194.0
2019,124,CAN,0.932,178.85
2020,124,CAN,0.928,204.64
2013,757,CHE,0.947,0.37
2014,757,CHE,0.951,0.76
2015,757,CHE,0.952,0.66
2016,757,CHE,0.954,0.98
2017,757,CHE,0.955,0.67
2018,757,CHE,0.957,0.92
2019,757,CHE,0.96,1.2
2020,757,CHE,0.957,1.17
2013,152,CHL,0.837,22.04
2014,152,CHL,0.841,16.95
2015,152,CHL,0.846,6.36
2016,152,CHL,0.851,5.03
2017,152,CHL,0.854,5.05
2018,152,CHL,0.856,5.46
2019,152,CHL,0.859,3.85
2020,152,CHL,0.849,5.59
2013,156,CHN,0.723,0.38
2014,156,CHN,0.732,0.32
2015,156,CHN,0.741,0.23
2016,156,CHN,0.749,0.31
2017,156,CHN,0.757,0.48
2018,156,CHN,0.766,0.68
2019,156,CHN,0.775,0.8
2020,156,CHN,0.781,0.68
2013,384,CIV,0.48,0.71
2014,384,CIV,0.499,0.8
2015,384,CIV,0.501,0.37
2016,384,CIV,0.506,0.43
2017,384,CIV,0.515,0.85
2018,384,CIV,0.522,0.25
2019,384,CIV,0.529,0.39
2020,384,CIV,0.53,0.7
2013,120,CMR,0.544,0.09
2014,120,CMR,0.553,0.19
2015,120,CMR,0.562,0.3
2016,120,CMR,0.566,0.3
2017,120,CMR,0.574,0.37
2018,120,CMR,0.581,0.74
2019,120,CMR,0.586,0.4
2020,120,CMR,0.585,0.39
2015,180,COD,0.457,0.0
2016,180,COD,0.466,0.0
2017,180,COD,0.469,0.01
2018,180,COD,0.474,0.0
2019,180,COD,0.476,0.0
2020,180,COD,0.477,0.0
2014,178,COG,0.609,0.0
2016,178,COG,0.606,0.01
2018,178,COG,0.603,0.03
2019,178,COG,0.596,0.01
2020,178,COG,0.598,0.1
2013,170,COL,0.75,0.25
2014,170,COL,0.755,0.47
2015,170,COL,0.758,0.35
2016,170,COL,0.763,0.32
2017,170,COL,0.765,0.13
2018,170,COL,0.766,0.07
2019,170,COL,0.768,0.08
2020,170,COL,0.756,0.1
2017,132,CPV,0.668,0.0
2019,132,CPV,0.667,0.28
2013,188,CRI,0.787,0.37
2014,188,CRI,0.79,0.46
2015,188,CRI,0.792,0.45
2016,188,CRI,0.796,0.6
2017,188,CRI,0.8,0.66
2018,188,CRI,0.804,0.49
2019,188,CRI,0.811,0.78
2020,188,CRI,0.811,1.2
2017,192,CUB,0.764,0.0
2018,192,CUB,0.765,0.0
2019,192,CUB,0.766,0.0
2017,531,CUW,,3.76
2018,531,CUW,,4.1
2019,531,CUW,,4.02
2020,531,CUW,,4.35
2013,196,CYP,0.863,1.97
2014,196,CYP,0.867,0.11
2015,196,CYP,0.874,0.15
2016,196,CYP,0.881,0.1
2017,196,CYP,0.891,0.18
2018,196,CYP,0.896,0.07
2019,196,CYP,0.901,0.14
2020,196,CYP,0.9,0.11
2013,203,CZE,0.884,63.62
2014,203,CZE,0.889,71.72
2015,203,CZE,0.891,64.01
2016,203,CZE,0.894,63.18
2017,203,CZE,0.896,63.53
2018,203,CZE,0.893,54.16
2019,203,CZE,0.896,48.18
2020,203,CZE,0.891,65.4
2013,276,DEU,0.938,53.63
2014,276,DEU,0.942,47.56
2015,276,DEU,0.941,41.69
2016,276,DEU,0.941,34.59
2017,276,DEU,0.944,29.16
2018,276,DEU,0.946,23.86
2019,276,DEU,0.951,23.49
2020,276,DEU,0.948,36.29
2017,212,DMA,0.709,0.21
2013,208,DNK,0.933,90.56
2014,208,DNK,0.932,80.58
2015,208,DNK,0.936,85.38
2016,208,DNK,0.943,58.79
2017,208,DNK,0.944,71.67
2018,208,DNK,0.942,53.62
2019,208,DNK,0.946,50.5
2020,208,DNK,0.946,61.96
2013,214,DOM,0.722,0.65
2014,214,DOM,0.728,1.84
2015,214,DOM,0.739,1.97
2016,214,DOM,0.759,1.9
2017,214,DOM,0.761,1.34
2018,214,DOM,0.763,2.29
2019,214,DOM,0.765,1.41
2020,214,DOM,0.76,0.3
2013,12,DZA,0.729,0.0
2014,12,DZA,0.732,0.0
2015,12,DZA,0.736,0.0
2016,12,DZA,0.738,0.0
2017,12,DZA,0.738,0.0
2013,218,ECU,0.755,2.23
2014,218,ECU,0.759,1.05
2015,218,ECU,0.764,0.45
2016,218,ECU,0.761,0.35
2017,218,ECU,0.762,0.33
2018,218,ECU,0.761,1.35
2019,218,ECU,0.758,1.5
2020,218,ECU,0.734,2.14
2013,818,EGY,0.684,2.16
2014,818,EGY,0.688,0.36
2015,818,EGY,0.695,0.83
2016,818,EGY,0.702,0.31
2017,818,EGY,0.709,0.03
2018,818,EGY,0.717,0.07
2019,818,EGY,0.724,0.05
2020,818,EGY,0.729,0.05
2013,724,ESP,0.88,12.83
2014,724,ESP,0.884,11.44
2015,724,ESP,0.889,9.95
2016,724,ESP,0.894,8.64
2017,724,ESP,0.896,8.87
2018,724,ESP,0.899,10.29
2019,724,ESP,0.904,10.67
2020,724,ESP,0.894,11.68
2013,233,EST,0.881,93.46
2014,233,EST,0.879,86.95
2015,233,EST,0.883,120.59
2016,233,EST,0.884,89.33
2017,233,EST,0.886,130.79
2018,233,EST,0.89,94.17
2019,233,EST,0.893,166.23
2020,233,EST,0.891,183.77
2013,231,ETH,0.437,0.04
2014,231,ETH,0.445,0.18
2015,231,ETH,0.455,0.08
2016,231,ETH,0.465,0.04
2017,231,ETH,0.472,0.11
2018,231,ETH,0.479,0.01
2019,231,ETH,0.485,0.01
2020,231,ETH,0.489,0.04
2013,246,FIN,0.926,32.0
2014,246,FIN,0.928,38.9
2015,246,FIN,0.93,29.72
2016,246,FIN,0.931,23.93
2017,246,FIN,0.934,22.41
2018,246,FIN,0.936,17.17
2019,246,FIN,0.939,24.36
2020,246,FIN,0.939,28.99
2013,242,FJI,0.712,0.91
2014,242,FJI,0.715,0.74
2015,242,FJI,0.716,1.27
2016,242,FJI,0.721,0.61
2017,242,FJI,0.728,0.5
2018,242,FJI,0.731,0.54
2019,242,FJI,0.73,0.61
2020,242,FJI,0.722,0.58
2013,251,FRA,0.888,164.58
2014,251,FRA,0.892,135.28
2015,251,FRA,0.893,120.07
2016,251,FRA,0.896,93.02
2017,251,FRA,0.899,83.58
2018,251,FRA,0.903,108.46
2019,251,FRA,0.905,109.91
2020,251,FRA,0.9,115.33
2013,266,GAB,0.678,0.03
2014,266,GAB,0.687,0.0
2015,266,GAB,0.692,0.0
2016,266,GAB,0.696,0.0
2017,266,GAB,0.699,0.0
2018,266,GAB,0.699,0.0
2019,266,GAB,0.702,0.0
2020,266,GAB,0.704,0.01
2013,826,GBR,0.923,7.62
2014,826,GBR,0.924,10.87
2015,826,GBR,0.923,13.21
2016,826,GBR,0.926,14.4
2017,826,GBR,0.929,6.89
2018,826,GBR,0.928,6.19
2019,826,GBR,0.933,11.12
2020,826,GBR,0.92,8.46
2013,268,GEO,0.784,16.69
2014,268,GEO,0.793,5.48
2015,268,GEO,0.798,1.44
2016,268,GEO,0.802,0.98
2017,268,GEO,0.807,1.52
2018,268,GEO,0.816,1.35
2019,268,GEO,0.816,0.91
2020,268,GEO,0.807,0.34
2013,288,GHA,0.587,0.02
2014,288,GHA,0.582,0.14
2015,288,GHA,0.586,0.02
2016,288,GHA,0.586,0.02
2017,288,GHA,0.585,0.02
2018,288,GHA,0.589,0.01
2019,288,GHA,0.599,0.0
2013,324,GIN,0.43,0.01
2014,324,GIN,0.436,0.03
2015,324,GIN,0.449,0.15
2016,324,GIN,0.466,0.31
2013,270,GMB,0.461,0.05
2014,270,GMB,0.462,0.17
2015,270,GMB,0.467,0.05
2016,270,GMB,0.472,0.0
2017,270,GMB,0.477,0.0
2018,270,GMB,0.483,0.01
2020,270,GMB,0.492,0.02
2015,624,GNB,0.47,0.1
2013,300,GRC,0.874,14.1
2014,300,GRC,0.879,21.61
2015,300,GRC,0.881,11.31
2016,300,GRC,0.877,20.59
2017,300,GRC,0.88,13.07
2018,300,GRC,0.886,14.6
2019,300,GRC,0.89,13.37
2020,300,GRC,0.887,15.66
2015,308,GRD,0.786,0.14
2014,304,GRL,,0.02
2013,320,GTM,0.623,0.37
2014,320,GTM,0.64,0.16
2015,320,GTM,0.629,0.23
2016,320,GTM,0.633,0.23
2017,320,GTM,0.636,0.13
2018,320,GTM,0.64,0.12
2019,320,GTM,0.645,0.1
2020,320,GTM,0.638,0.11
2013,328,GUY,0.674,318.71
2014,328,GUY,0.682,328.34
2015,328,GUY,0.686,289.38
2016,328,GUY,0.693,221.75
2017,328,GUY,0.699,245.14
2018,328,GUY,0.704,238.09
2019,328,GUY,0.711,277.86
2020,328,GUY,0.727,606.83
2013,344,HKG,0.928,2.16
2014,344,HKG,0.932,2.1
2015,344,HKG,0.936,2.08
2016,344,HKG,0.939,2.02
2017,344,HKG,0.946,2.03
2018,344,HKG,0.949,2.5
2019,344,HKG,0.953,2.3
2020,344,HKG,0.955,1.94
2014,340,HND,0.603,0.18
2015,340,HND,0.61,0.83
2016,340,HND,0.615,0.75
2017,340,HND,0.614,0.63
2018,340,HND,0.614,0.69
2019,340,HND,0.629,0.49
2020,340,HND,0.621,0.64
2013,191,HRV,0.839,34.94
2014,191,HRV,0.842,30.59
2015,191,HRV,0.844,37.72
2016,191,HRV,0.85,40.4
2017,191,HRV,0.855,43.19
2018,191,HRV,0.86,55.91
2019,191,HRV,0.866,60.09
2020,191,HRV,0.86,93.83
2013,348,HUN,0.843,176.02
2014,348,HUN,0.84,164.86
2015,348,HUN,0.839,158.75
2016,348,HUN,0.843,134.81
2017,348,HUN,0.846,177.38
2018,348,HUN,0.85,141.43
2019,348,HUN,0.854,154.17
2020,348,HUN,0.849,189.18
2013,360,IDN,0.687,0.05
2014,360,IDN,0.69,0.05
2015,360,IDN,0.698,0.22
2016,360,IDN,0.701,0.05
2017,360,IDN,0.708,0.02
2018,360,IDN,0.712,0.28
2019,360,IDN,0.718,0.01
2020,360,IDN,0.712,0.06
2013,699,IND,0.6,8.95
2014,699,IND,0.611,7.67
2015,699,IND,0.619,5.16
2016,699,IND,0.63,4.13
2017,699,IND,0.636,5.39
2018,699,IND,0.636,5.62
2019,699,IND,0.638,5.09
2020,699,IND,0.638,6.18
2013,372,IRL,0.911,7.58
2014,372,IRL,0.918,5.13
2015,372,IRL,0.924,8.62
2016,372,IRL,0.929,3.8
2017,372,IRL,0.934,4.5
2018,372,IRL,0.938,4.54
2019,372,IRL,0.942,7.48
2020,372,IRL,0.945,8.98
2013,364,IRN,0.78,0.02
2014,364,IRN,0.783,0.15
2015,364,IRN,0.782,0.01
2016,364,IRN,0.785,0.01
2017,364,IRN,0.788,0.25
2018,364,IRN,0.787,0.17
2019,364,IRN,0.785,0.03
2020,364,IRN,0.779,0.05
2013,352,ISL,0.942,0.0
2014,352,ISL,0.946,0.0
2015,352,ISL,0.948,0.01
2016,352,ISL,0.951,0.02
2017,352,ISL,0.955,0.04
2018,352,ISL,0.958,0.03
2019,352,ISL,0.958,0.08
2020,352,ISL,0.955,0.05
2013,376,ISR,0.896,3.1
2014,376,ISR,0.899,2.16
2015,376,ISR,0.899,1.97
2016,376,ISR,0.902,0.54
2017,376,ISR,0.906,0.62
2018,376,ISR,0.908,0.38
2019,376,ISR,0.909,0.2
2020,376,ISR,0.906,0.14
2013,380,ITA,0.88,13.41
2014,380,ITA,0.882,15.16
2015,380,ITA,0.881,15.15
2016,380,ITA,0.886,12.96
2017,380,ITA,0.889,14.18
2018,380,ITA,0.894,12.3
2019,380,ITA,0.899,12.08
2020,380,ITA,0.892,14.0
2013,388,JAM,0.715,0.17
2014,388,JAM,0.714,0.02
2015,388,JAM,0.712,0.0
2016,388,JAM,0.71,0.07
2017,388,JAM,0.711,0.05
2018,388,JAM,0.711,0.16
2019,388,JAM,0.712,0.09
2020,388,JAM,0.707,0.13
2013,400,JOR,0.738,1.16
2014,400,JOR,0.737,1.46
2015,400,JOR,0.738,2.71
2016,400,JOR,0.74,0.3
2017,400,JOR,0.744,1.47
2018,400,JOR,0.742,9.71
2019,400,JOR,0.744,0.39
2020,400,JOR,0.74,0.57
2013,392,JPN,0.909,0.14
2014,392,JPN,0.91,0.19
2015,392,JPN,0.913,0.28
2016,392,JPN,0.914,0.26
2017,392,JPN,0.916,0.31
2018,392,JPN,0.917,0.37
2019,392,JPN,0.918,0.44
2020,392,JPN,0.917,0.47
2013,398,KAZ,0.789,76.22
2014,398,KAZ,0.794,63.71
2015,398,KAZ,0.799,46.04
2016,398,KAZ,0.797,44.49
2017,398,KAZ,0.802,44.38
2018,398,KAZ,0.804,68.9
2019,398,KAZ,0.81,70.16
2020,398,KAZ,0.806,70.35
2013,404,KEN,0.562,0.39
2015,404,KEN,0.575,0.85
2016,404,KEN,0.586,0.63
2017,404,KEN,0.591,0.69
2018,404,KEN,0.598,0.66
2019,404,KEN,0.604,0.59
2020,404,KEN,0.599,0.82
2013,417,KGZ,0.68,0.05
2014,417,KGZ,0.686,0.02
2015,417,KGZ,0.689,0.01
2016,417,KGZ,0.692,0.02
2017,417,KGZ,0.695,0.05
2018,417,KGZ,0.698,0.06
2019,417,KGZ,0.699,0.08
2020,417,KGZ,0.691,0.18
2013,116,KHM,0.554,16.66
2014,116,KHM,0.559,15.08
2015,116,KHM,0.564,18.28
2016,116,KHM,0.573,19.34
2017,116,KHM,0.581,21.26
2018,116,KHM,0.588,25.27
2019,116,KHM,0.596,25.59
2020,116,KHM,0.596,28.17
2016,296,KIR,0.619,0.01
2014,659,KNA,0.827,0.0
2016,659,KNA,0.836,0.02
2013,410,KOR,0.902,0.08
2014,410,KOR,0.906,0.09
2015,410,KOR,0.908,0.1
2016,410,KOR,0.912,0.11
2017,410,KOR,0.915,0.3
2018,410,KOR,0.918,0.88
2019,410,KOR,0.922,0.52
2020,410,KOR,0.922,0.55
2013,414,KWT,0.813,2.01
2014,414,KWT,0.816,2.1
2015,414,KWT,0.829,0.68
2016,414,KWT,0.832,0.69
2017,414,KWT,0.835,0.48
2018,414,KWT,0.836,0.45
2019,414,KWT,0.838,4.43
2020,414,KWT,0.826,0.17
2013,418,LAO,0.587,13.41
2014,418,LAO,0.597,8.53
2015,418,LAO,0.604,11.74
2016,418,LAO,0.61,9.42
2017,418,LAO,0.612,11.1
2018,418,LAO,0.613,9.03
2019,418,LAO,0.617,7.23
2020,418,LAO,0.616,12.28
2013,422,LBN,0.756,0.47
2014,422,LBN,0.755,1.12
2015,422,LBN,0.756,1.94
2016,422,LBN,0.76,1.02
2017,422,LBN,0.765,0.9
2018,422,LBN,0.764,0.75
2019,422,LBN,0.76,1.36
2020,422,LBN,0.742,3.5
2017,430,LBR,0.481,0.0
2019,430,LBR,0.485,0.0
2020,430,LBR,0.483,0.0
2016,434,LBY,0.746,0.66
2017,434,LBY,0.761,0.65
2018,434,LBY,0.764,0.08
2019,434,LBY,0.756,0.47
2013,662,LCA,0.723,0.02
2014,662,LCA,0.727,0.0
2015,662,LCA,0.736,0.01
2016,662,LCA,0.744,0.02
2017,662,LCA,0.742,0.0
2018,662,LCA,0.744,0.01
2019,662,LCA,0.733,0.0
2020,662,LCA,0.724,0.77
2013,144,LKA,0.752,0.49
2014,144,LKA,0.757,0.38
2015,144,LKA,0.76,0.62
2016,144,LKA,0.765,0.26
2017,144,LKA,0.77,0.29
2019,144,LKA,0.775,0.26
2020,144,LKA,0.777,0.45
2013,426,LSO,0.494,0.08
2014,426,LSO,0.5,0.07
2015,426,LSO,0.508,0.04
2016,426,LSO,0.518,0.03
2017,426,LSO,0.522,0.02
2018,426,LSO,0.525,0.1
2019,426,LSO,0.528,0.08
2020,426,LSO,0.53,0.04
2013,440,LTU,0.858,254.07
2014,440,LTU,0.864,265.29
2015,440,LTU,0.865,227.14
2016,440,LTU,0.87,228.43
2017,440,LTU,0.878,246.51
2018,440,LTU,0.882,175.12
2019,440,LTU,0.886,294.84
2020,440,LTU,0.88,398.88
2013,442,LUX,0.922,30.24
2014,442,LUX,0.927,32.65
2015,442,LUX,0.914,33.73
2016,442,LUX,0.922,28.76
2017,442,LUX,0.918,22.84
2018,442,LUX,0.921,37.72
2019,442,LUX,0.925,31.13
2020,442,LUX,0.921,30.77
2013,428,LVA,0.846,199.23
2014,428,LVA,0.85,209.38
2015,428,LVA,0.853,232.22
2016,428,LVA,0.858,227.83
2017,428,LVA,0.863,239.2
2018,428,LVA,0.868,222.0
2019,428,LVA,0.873,303.5
2020,428,LVA,0.873,390.55
2013,446,MAC,,0.1
2015,446,MAC,,0.03
2017,446,MAC,,0.07
2018,446,MAC,,0.03
2013,504,MAR,0.636,0.33
2014,504,MAR,0.645,0.04
2015,504,MAR,0.656,0.04
2016,504,MAR,0.662,0.03
2017,504,MAR,0.671,0.01
2018,504,MAR,0.677,0.01
2019,504,MAR,0.684,0.01
2020,504,MAR,0.683,0.01
2013,498,MDA,0.726,42.23
2014,498,MDA,0.749,63.42
2015,498,MDA,0.749,40.15
2016,498,MDA,0.755,56.43
2017,498,MDA,0.764,66.39
2018,498,MDA,0.767,82.25
2019,498,MDA,0.773,87.13
2020,498,MDA,0.765,42.86
2013,450,MDG,0.494,0.01
2014,450,MDG,0.497,0.02
2015,450,MDG,0.499,0.02
2016,450,MDG,0.501,0.02
2017,450,MDG,0.502,0.01
2018,450,MDG,0.502,0.0
2019,450,MDG,0.498,0.0
2020,450,MDG,0.486,0.0
2013,484,MEX,0.761,4.32
2014,484,MEX,0.765,5.19
2015,484,MEX,0.769,4.86
2016,484,MEX,0.773,7.3
2017,484,MEX,0.776,5.48
2018,484,MEX,0.779,4.67
2019,484,MEX,0.781,3.69
2020,484,MEX,0.757,3.53
2013,807,MKD,0.763,3.26
2014,807,MKD,0.769,1.98
2015,807,MKD,0.777,2.35
2016,807,MKD,0.782,2.74
2017,807,MKD,0.789,3.62
2018,807,MKD,0.796,5.81
2019,807,MKD,0.787,5.41
2020,807,MKD,0.766,4.5
2016,466,MLI,0.407,0.01
2017,466,MLI,0.413,0.01
2018,466,MLI,0.417,0.05
2019,466,MLI,0.421,0.01
2013,470,MLT,0.874,40.3
2014,470,MLT,0.881,8.15
2015,470,MLT,0.887,42.32
2016,470,MLT,0.887,13.24
2017,470,MLT,0.896,32.34
2018,470,MLT,0.903,2.72
2019,470,MLT,0.905,1.69
2020,470,MLT,0.901,0.01
2013,104,MMR,0.538,14.71
2014,104,MMR,0.548,19.5
2015,104,MMR,0.557,18.74
2016,104,MMR,0.567,12.91
2017,104,MMR,0.58,25.78
2018,104,MMR,0.595,21.19
2019,104,MMR,0.608,19.43
2020,104,MMR,0.615,21.89
2013,499,MNE,0.819,0.05
2014,499,MNE,0.822,0.01
2015,499,MNE,0.827,0.02
2016,499,MNE,0.826,0.01
2017,499,MNE,0.833,0.0
2018,499,MNE,0.838,0.01
2019,499,MNE,0.841,0.0
2020,499,MNE,0.832,0.21
2013,496,MNG,0.73,1.02
2014,496,MNG,0.735,0.04
2015,496,MNG,0.739,0.21
2016,496,MNG,0.741,0.11
2017,496,MNG,0.742,0.0
2018,496,MNG,0.754,0.3
2019,496,MNG,0.749,0.2
2020,496,MNG,0.74,0.06
2013,508,MOZ,0.432,0.02
2014,508,MOZ,0.438,0.61
2015,508,MOZ,0.445,0.07
2016,508,MOZ,0.448,0.03
2017,508,MOZ,0.45,0.16
2018,508,MOZ,0.458,0.14
2019,508,MOZ,0.465,0.15
2020,508,MOZ,0.467,0.14
2013,480,MUS,0.779,1.44
2014,480,MUS,0.788,1.51
2015,480,MUS,0.791,0.04
2016,480,MUS,0.794,0.76
2017,480,MUS,0.797,0.14
2018,480,MUS,0.8,0.07
2019,480,MUS,0.806,0.03
2020,480,MUS,0.792,0.02
2013,454,MWI,0.484,0.24
2014,454,MWI,0.493,0.25
2015,454,MWI,0.498,0.16
2016,454,MWI,0.501,0.22
2017,454,MWI,0.506,0.38
2018,454,MWI,0.509,0.46
2019,454,MWI,0.514,0.19
2020,454,MWI,0.512,0.06
2013,458,MYS,0.782,0.48
2014,458,MYS,0.787,0.67
2015,458,MYS,0.792,1.2
2016,458,MYS,0.798,1.0
2017,458,MYS,0.8,0.42
2018,458,MYS,0.802,0.39
2019,458,MYS,0.805,0.39
2020,458,MYS,0.802,0.82
2013,516,NAM,0.61,0.12
2014,516,NAM,0.619,0.11
2015,516,NAM,0.627,0.11
2016,516,NAM,0.631,0.08
2017,516,NAM,0.634,0.02
2018,516,NAM,0.635,0.02
2019,516,NAM,0.638,0.05
2020,516,NAM,0.634,0.06
2013,540,NCL,,0.03
2014,540,NCL,,0.02
2015,540,NCL,,0.21
2013,562,NER,0.358,1.23
