year,country_code,country_code_letter,dollar_value,HDI_value,population
2016,360,IDN,602145515.0,0.701,264627418
2016,364,IRN,415812569.2,0.785,83812228
2016,368,IRQ,60000.0,0.661,38469627
2016,372,IRL,645688582.5,0.929,4762722
2016,376,ISR,998127000.0,0.902,8546000
2016,380,ITA,1507173969.0,0.886,60115223
2016,384,CIV,10146571.54,0.506,25989405
2016,388,JAM,458344375.0,0.71,2809915
2016,392,JPN,3775596143.0,0.914,127076000
2016,398,KAZ,2413026785.0,0.797,18363600
2016,400,JOR,317861272.0,0.74,10006367
2016,404,KEN,76630622.5,0.586,48139687
2016,410,KOR,3533897351.0,0.912,51217803
2016,414,KWT,20528199.61,0.832,4004096
2016,417,KGZ,756247.0,0.692,6175338
2016,418,LAO,139264243.0,0.61,6908802
2016,422,LBN,20236092.0,0.76,6323060
2016,426,LSO,728.061,0.518,2130422
2016,428,LVA,10110727.87,0.858,1959537
2016,434,LBY,14400255.08,0.746,6632126
2016,440,LTU,111834599.0,0.87,2877325
2016,442,LUX,9028269.0,0.922,582014
2016,450,MDG,741118.752,0.501,26099952
2016,454,MWI,172647.386,0.501,17557739
2016,458,MYS,735597583.0,0.798,31789685
2016,466,MLI,4018815.0,0.407,19191289
2016,470,MLT,644017.0,0.887,454505
2016,478,MRT,110172.0,0.532,4086657
2016,480,MUS,1275622.228,0.794,1263747
2016,484,MEX,854816276.0,0.773,122251351
2016,490,S19,1685921600.0,,
2016,496,MNG,6475.0,0.741,3088856
2016,498,MDA,919605.0,0.755,2803186
2016,499,MNE,262410.185,0.826,625353
2016,500,MSR,402.503,,
2016,504,MAR,1163264303.0,0.662,35023457
2016,508,MOZ,121646.41,0.448,27337105
2016,512,OMN,33877328.55,0.832,4390877
2016,516,NAM,5599714.0,0.631,2439213
2016,524,NPL,671429.012,0.574,27955462
2016,528,NLD,3522001208.0,0.933,17030314
2016,533,ABW,18053.02,,108727
2016,554,NZL,14427519.0,0.935,4714100
2016,558,NIC,1502420.8,0.65,6232666
2016,562,NER,58693.828,0.372,20685753
2016,566,NGA,1682343.0,0.526,195443700
2016,579,NOR,625049572.0,0.956,5234519
2016,586,PAK,20910147.0,0.533,220138869
2016,591,PAN,3619428.0,0.809,4029086
2016,600,PRY,660988.0,0.736,6249126
2016,604,PER,256009601.0,0.764,30866494
2016,608,PHL,155972911.0,0.696,106735719
2016,616,POL,755383022.0,0.872,37970087
2016,620,PRT,120414833.9,0.851,10325452
2016,634,QAT,688511917.1,0.853,2477113
2016,642,ROU,218928563.0,0.815,19702267
2016,643,RUS,2422795448.0,0.826,145015460
2016,646,RWA,258078.897,0.518,11919183
2016,659,KNA,15356.799,0.836,47075
2016,662,LCA,28276.0,0.744,175646
2016,670,VCT,6982.863,0.783,106349
2016,682,SAU,1521512788.0,0.846,30954198
2016,686,SEN,199980557.0,0.51,15034521
2016,688,SRB,43671809.0,0.8,7058322
2016,694,SLE,9369.0,0.446,7205328
2016,699,IND,1243860343.0,0.63,1343944296
2016,702,SGP,414321009.9,0.937,5607283
2016,703,SVK,105482568.2,0.855,5430798
2016,704,VNM,769703662.3,0.702,94000117
2016,705,SVN,159248398.0,0.909,2065042
2016,710,ZAF,742762130.8,0.711,57259551
2016,716,ZWE,1573487.51,0.547,14600294
2016,724,ESP,1267221864.0,0.894,46458139
2016,729,SDN,6705.0,0.517,41259892
2016,740,SUR,185411.411,0.709,587757
2016,748,SWZ,5297234.823,0.59,1149507
