year,country_code,country_code_letter,HDI_value,dollar_per_capita,_x_orig,_y_orig,_x_scaled,_y_scaled,cluster
2016,496,MNG,0.741,682.57,682.57,0.741,0.17049475139416095,0.5047846889952154,3
2016,516,NAM,0.631,345.38,345.38,0.631,0.0717348516800225,0.2416267942583732,4
2016,604,PER,0.764,396.83,396.83,0.764,0.08680409110080135,0.5598086124401915,3
2016,710,ZAF,0.711,134.21,134.21,0.711,0.009885069590889927,0.4330143540669855,0
2016,740,SUR,0.709,193.87,193.87,0.709,0.02735894371807489,0.4282296650717703,0
2016,752,SWE,0.939,218.04,218.04,0.939,0.03443811799990629,0.9784688995215312,6
2016,780,TTO,0.81,160.85,160.85,0.81,0.01768768452129903,0.6698564593301437,3
2017,36,AUS,0.937,2413.89,2413.89,0.937,0.6775827124045176,0.9736842105263162,5
2017,48,BHR,0.867,576.29,576.29,0.867,0.13936630113876003,0.80622009569378,1
2017,51,ARM,0.775,200.95,200.95,0.775,0.02943261165003046,0.5861244019138758,3
2017,68,BOL,0.707,206.46,206.46,0.707,0.031046440789165384,0.42344497607655507,0
2017,76,BRA,0.758,109.42,109.42,0.758,0.0026243029195370006,0.5454545454545456,3
2017,124,CAN,0.929,191.56,191.56,0.929,0.026682365621631763,0.9545454545454548,6
2017,152,CHL,0.854,1006.4,1006.4,0.854,0.26534162800506117,0.7751196172248804,1
2017,268,GEO,0.807,114.53,114.53,0.807,0.004120975678335446,0.6626794258373208,3
2017,328,GUY,0.699,187.95,187.95,0.699,0.025625029289095085,0.4043062200956937,0
2017,398,KAZ,0.802,113.62,113.62,0.802,0.003854444913069969,0.6507177033492826,3
2017,418,LAO,0.612,113.82,113.82,0.612,0.003913023103238201,0.19617224880382778,4
2017,478,MRT,0.536,193.18,193.18,0.536,0.027156848961994478,0.014354066985645897,4
2017,496,MNG,0.742,698.82,698.82,0.742,0.1752542293453302,0.507177033492823,3
2017,512,OMN,0.833,215.47,215.47,0.833,0.03368538825624444,0.7248803827751196,3
2017,516,NAM,0.634,250.55,250.55,0.634,0.043960002811753135,0.24880382775119614,4
2017,604,PER,0.765,530.41,530.41,0.765,0.12592846431416654,0.5622009569377993,3
2017,710,ZAF,0.725,195.58,195.58,0.725,0.027859787244013317,0.46650717703349276,0
2017,752,SWE,0.941,303.33,303.33,0.941,0.05941878719715077,0.9832535885167466,6
2017,807,MKD,0.789,106.19,106.19,0.789,0.0016782651483199795,0.6196172248803831,3
2018,36,AUS,0.941,2414.75,2414.75,0.941,0.677834598622241,0.9832535885167466,5
2018,48,BHR,0.88,659.33,659.33,0.88,0.16368796569661187,0.8373205741626795,1
2018,51,ARM,0.781,187.63,187.63,0.781,0.025531304184825906,0.6004784688995217,3
2018,68,BOL,0.712,204.46,204.46,0.712,0.030460658887483023,0.43540669856459324,0
2018,76,BRA,0.762,114.84,114.84,0.762,0.004211771873096213,0.5550239234449761,3
2018,100,BGR,0.811,103.08,103.08,0.811,0.0007673742912039025,0.6722488038277514,3
2018,124,CAN,0.93,212.3,212.3,0.93,0.032756923942077895,0.9569377990430625,6
2018,152,CHL,0.856,1087.17,1087.17,0.856,0.2889984301045035,0.7799043062200959,1
2018,246,FIN,0.936,104.94,104.94,0.936,0.001312151459768502,0.9712918660287084,6
2018,266,GAB,0.699,113.0,113.0,0.699,0.0036728525235484345,0.4043062200956937,0
2018,268,GEO,0.816,137.98,137.98,0.816,0.01098926847556118,0.6842105263157894,3
2018,328,GUY,0.704,163.3,163.3,0.704,0.018405267350859938,0.4162679425837321,0
2018,398,KAZ,0.804,110.8,110.8,0.804,0.0030284924316978344,0.6555023923444978,3
2018,418,LAO,0.613,106.71,106.71,0.613,0.0018305684427573944,0.1985645933014355,4
2018,478,MRT,0.546,169.28,169.28,0.546,0.020156755236890204,0.038277511961722466,4
2018,496,MNG,0.754,832.26,832.26,0.754,0.2143375978255776,0.535885167464115,3
2018,512,OMN,0.838,129.27,129.27,0.838,0.008438188293734484,0.7368421052631577,3
2018,516,NAM,0.635,320.26,320.26,0.635,0.06437743099489199,0.25119617224880386,4
2018,604,PER,0.77,559.38,559.38,0.77,0.13441351516003563,0.5741626794258374,3
2018,710,ZAF,0.731,198.86,198.86,0.731,0.028820469562772396,0.4808612440191389,0
2018,740,SUR,0.714,235.03,235.03,0.714,0.03941433525469798,0.4401913875598087,0
2018,752,SWE,0.943,306.49,306.49,0.943,0.060344322601808914,0.9880382775119616,6
2018,807,MKD,0.796,114.81,114.81,0.796,0.004202985144570976,0.6363636363636365,3
2019,36,AUS,0.941,3144.19,3144.19,0.941,0.8914809738038335,0.9832535885167466,2
2019,48,BHR,0.888,913.64,913.64,0.888,0.23817306340503305,0.8564593301435408,1
2019,51,ARM,0.789,224.52,224.52,0.789,0.03633605136135715,0.6196172248803831,3
2019,68,BOL,0.715,176.14,176.14,0.715,0.022165987159660717,0.4425837320574162,0
2019,76,BRA,0.764,124.54,124.54,0.764,0.007052814096255685,0.5598086124401915,3
2019,100,BGR,0.813,136.2,136.2,0.813,0.010467922583063876,0.6770334928229664,3
2019,124,CAN,0.932,234.88,234.88,0.932,0.039370401612071795,0.961722488038278,6
2019,152,CHL,0.859,1023.18,1023.18,0.859,0.2702563381601762,0.7870813397129186,1
2019,266,GAB,0.702,140.52,140.52,0.702,0.011733211490697792,0.4114832535885167,0
2019,268,GEO,0.816,179.23,179.23,0.816,0.02307102019775997,0.6842105263157894,3
2019,328,GUY,0.711,159.08,159.08,0.711,0.017169267538310145,0.4330143540669855,0
2019,398,KAZ,0.81,141.97,141.97,0.81,0.012157903369417505,0.6698564593301437,3
2019,478,MRT,0.552,244.54,244.54,0.552,0.042199728197197625,0.052631578947368585,4
2019,496,MNG,0.749,822.05,822.05,0.749,0.2113471812174891,0.5239234449760766,3
2019,512,OMN,0.841,114.45,114.45,0.841,0.004097544402268154,0.7440191387559809,3
2019,516,NAM,0.638,313.43,313.43,0.638,0.06237698580064671,0.2583732057416268,4
2019,598,PNG,0.562,129.9,129.9,0.562,0.00862270959276443,0.07655502392344515,4
2019,604,PER,0.774,525.51,525.51,0.774,0.12449329865504477,0.5837320574162681,3
2019,710,ZAF,0.741,219.18,219.18,0.741,0.03477201368386523,0.5047846889952154,0
2019,740,SUR,0.71,161.83,161.83,0.71,0.0179747176531234,0.430622009569378,0
2019,752,SWE,0.947,314.13,314.13,0.947,0.06258200946623554,0.9976076555023925,6
2019,807,MKD,0.787,116.72,116.72,0.787,0.004762406860677634,0.6148325358851676,3
2020,36,AUS,0.948,3514.7,3514.7,0.948,1.0,1.0000000000000002,2
2020,48,BHR,0.884,548.75,548.75,0.884,0.13130008435259385,0.8468899521531104,1
2020,51,ARM,0.769,228.69,228.69,0.769,0.03755740662636488,0.5717703349282297,3
2020,68,BOL,0.691,125.44,125.44,0.691,0.00731641595201275,0.3851674641148324,0
2020,76,BRA,0.758,138.47,138.47,0.758,0.011132785041473362,0.5454545454545456,3
2020,100,BGR,0.802,155.09,155.09,0.802,0.01600063264445382,0.6507177033492826,3
2020,124,CAN,0.928,264.31,264.31,0.928,0.04799018229532781,0.9521531100478471,6
2020,152,CHL,0.849,1285.21,1285.21,0.849,0.34700255400909136,0.7631578947368423,1
2020,246,FIN,0.939,104.58,104.58,0.939,0.0012067107174656769,0.9784688995215312,6
2020,266,GAB,0.704,193.17,193.17,0.704,0.02715392005248606,0.4162679425837321,0
2020,268,GEO,0.807,221.34,221.34,0.807,0.03540465813768219,0.6626794258373208,3
2020,328,GUY,0.727,185.6,185.6,0.727,0.024936735554618308,0.4712918660287082,0
2020,398,KAZ,0.806,181.66,181.66,0.806,0.023782745208304045,0.6602870813397133,3
2020,478,MRT,0.539,258.78,258.78,0.539,0.04637049533717606,0.021531100478469067,4
2020,496,MNG,0.74,847.02,847.02,0.74,0.21866066825999345,0.5023923444976077,3
2020,512,OMN,0.823,119.38,119.38,0.823,0.005541496789915178,0.700956937799043,3
2020,516,NAM,0.634,263.02,263.02,0.634,0.04761235296874268,0.24880382775119614,4
2020,598,PNG,0.567,121.81,121.81,0.567,0.006253221800459254,0.0885167464114831,4
2020,604,PER,0.758,402.07,402.07,0.758,0.08833883968320916,0.5454545454545456,3
2020,710,ZAF,0.722,211.07,211.07,0.722,0.03239666807254324,0.4593301435406698,0
2020,752,SWE,0.944,349.17,349.17,0.944,0.07284490838371059,0.9904306220095693,6
2020,807,MKD,0.766,105.87,105.87,0.766,0.0015845400440508035,0.5645933014354068,3
