year,country_code,country_code_letter,HDI_value,dollar_per_capita,_x_orig,_y_orig,_x_scaled,_y_scaled,cluster
2019,702,SGP,0.945,8393.78,8393.78,0.945,0.24819479344489037,2.86764705882353,0
2019,780,TTO,0.813,2171.94,2171.94,0.813,0.03932025064246855,1.8970588235294117,4
2019,784,ARE,0.933,22549.74,22549.74,0.933,0.7234271480103198,2.779411764705883,0
2020,31,AZE,0.722,1187.08,1187.08,0.722,0.00625733320576282,1.2279411764705879,2
2020,36,AUS,0.948,2053.71,2053.71,0.948,0.03535112941859743,2.8897058823529416,0
2020,48,BHR,0.884,2341.3,2341.3,0.884,0.04500586656461027,2.4191176470588243,0
2020,56,BEL,0.93,1284.18,1284.18,0.93,0.009517095286773455,2.7573529411764715,0
2020,96,BRN,0.827,12039.49,12039.49,0.827,0.37058559896869314,1.9999999999999996,1
2020,124,CAN,0.928,1809.08,1809.08,0.928,0.02713861038793182,2.7426470588235303,0
2020,233,EST,0.891,1363.26,1363.26,0.891,0.012171904610834422,2.470588235294118,0
2020,266,GAB,0.704,1673.52,1673.52,0.704,0.02258770052488547,1.095588235294117,2
2020,328,GUY,0.727,2639.08,2639.08,0.727,0.055002694087610715,1.2647058823529407,2
2020,398,KAZ,0.806,1405.45,1405.45,0.806,0.013588272913592804,1.8455882352941178,4
2020,414,KWT,0.826,8146.67,8146.67,0.826,0.23989901787497753,1.992647058823529,4
2020,512,OMN,0.823,4083.32,4083.32,0.823,0.1034875425724592,1.9705882352941173,4
2020,528,NLD,0.938,2909.24,2909.24,0.938,0.06407228547593029,2.8161764705882346,0
2020,579,NOR,0.963,7586.19,7586.19,0.963,0.22108304000510276,3.0,0
2020,634,QAT,0.863,15080.78,15080.78,0.863,0.4726853087457973,2.264705882352941,1
2020,682,SAU,0.861,4183.5,4183.5,0.861,0.10685070390382526,2.25,4
2020,702,SGP,0.942,5317.07,5317.07,0.942,0.14490599228869874,2.845588235294117,0
2020,780,TTO,0.815,1462.05,1462.05,0.815,0.015488401994799818,1.9117647058823528,4
2020,784,ARE,0.93,18402.22,18402.22,0.93,0.5841899860511726,2.7573529411764715,0
