year,country_code,country_code_letter,HDI_value,dollar_per_capita,_x_orig,_y_orig,_x_scaled,_y_scaled,cluster
2015,40,AUT,0.91,47.39,47.39,0.91,0.0959386815504514,0.9070294784580504,1
2016,40,AUT,0.913,47.65,47.65,0.913,0.09660742303042773,0.9138321995464855,1
2017,40,AUT,0.914,51.23,51.23,0.914,0.10581547879317882,0.9160997732426306,1
2018,40,AUT,0.917,48.99,48.99,0.917,0.10005401373492118,0.9229024943310662,1
2019,40,AUT,0.92,52.57,52.57,0.92,0.10926206949767225,0.9297052154195014,1
2020,40,AUT,0.916,59.27,59.27,0.916,0.1264950230201394,0.9206349206349211,1
2013,56,BEL,0.917,50.75,50.75,0.917,0.1045808791378379,0.9229024943310662,1
2014,56,BEL,0.922,51.65,51.65,0.922,0.10689575349160216,0.9342403628117919,1
2015,56,BEL,0.924,43.27,43.27,0.924,0.08534170117544176,0.938775510204082,1
2016,56,BEL,0.927,40.45,40.45,0.927,0.0780884282003138,0.9455782312925172,1
2017,56,BEL,0.931,42.61,42.61,0.931,0.08364412664934798,0.9546485260770978,1
2018,56,BEL,0.933,52.38,52.38,0.933,0.10877337380076649,0.9591836734693879,1
2019,56,BEL,0.936,43.56,43.56,0.936,0.08608760513387691,0.9659863945578235,1
2020,56,BEL,0.93,50.03,50.03,0.93,0.10272897965482652,0.9523809523809528,1
2013,100,BGR,0.804,220.62,220.62,0.804,0.5415005529977623,0.666666666666667,0
2014,100,BGR,0.807,174.11,174.11,0.807,0.42187299056045685,0.6734693877551023,0
2015,100,BGR,0.809,139.38,139.38,0.809,0.33254456133130994,0.6780045351473927,0
2016,100,BGR,0.81,165.47,165.47,0.81,0.39965019676432006,0.6802721088435377,0
2017,100,BGR,0.81,155.18,155.18,0.81,0.3731834666529489,0.6802721088435377,0
2018,100,BGR,0.811,182.75,182.75,0.811,0.4440957843565935,0.6825396825396828,0
2019,100,BGR,0.813,229.03,229.03,0.813,0.5631317677923815,0.6870748299319729,0
2020,100,BGR,0.802,203.83,203.83,0.802,0.49831528588698276,0.6621315192743766,0
2013,68,BOL,0.681,16.07,16.07,0.681,0.015381054039455746,0.38775510204081653,2
2014,68,BOL,0.683,18.91,18.91,0.683,0.022685768666889584,0.39229024943310686,2
2015,68,BOL,0.688,12.41,12.41,0.688,0.0059672316674811605,0.40362811791383213,2
2013,76,BRA,0.75,35.61,35.61,0.75,0.06563954834229276,0.5442176870748301,2
2014,76,BRA,0.753,22.18,22.18,0.753,0.031096478818899664,0.5510204081632655,2
2015,76,BRA,0.752,28.39,28.39,0.752,0.047069111859872934,0.5487528344671204,2
2016,76,BRA,0.753,20.22,20.22,0.753,0.0260551968929242,0.5510204081632655,2
2017,76,BRA,0.758,24.33,24.33,0.758,0.036626456441780905,0.5623582766439912,2
2018,76,BRA,0.762,21.85,21.85,0.762,0.030247691555852777,0.5714285714285716,2
2019,76,BRA,0.764,37.52,37.52,0.764,0.07055222613750355,0.575963718820862,2
2020,76,BRA,0.758,31.03,31.03,0.758,0.05385940996424805,0.5623582766439912,2
2013,124,CAN,0.923,230.11,230.11,0.923,0.5659096170168987,0.936507936507937,0
2014,124,CAN,0.925,247.05,247.05,0.925,0.6094806965199723,0.9410430839002271,0
2015,124,CAN,0.927,205.45,205.45,0.927,0.5024820597237584,0.9455782312925172,0
2016,124,CAN,0.928,155.65,155.65,0.928,0.3743923454821369,0.9478458049886627,0
2017,124,CAN,0.929,171.75,171.75,0.929,0.4158028755883639,0.9501133786848077,0
2018,124,CAN,0.93,194.0,194.0,0.93,0.47303171377864656,0.9523809523809528,0
2019,124,CAN,0.932,178.85,178.85,0.932,0.43406466215694844,0.9569160997732429,0
2020,124,CAN,0.928,204.64,204.64,0.928,0.5003986728053705,0.9478458049886627,0
2013,152,CHL,0.837,22.04,22.04,0.837,0.030736387252758558,0.7414965986394559,1
2014,152,CHL,0.841,16.95,16.95,0.841,0.01764448674091412,0.7505668934240364,1
2013,203,CZE,0.884,63.62,63.62,0.884,0.13768358239666656,0.8480725623582768,1
2014,203,CZE,0.889,71.72,71.72,0.889,0.15851745158054475,0.8594104308390025,1
2015,203,CZE,0.891,64.01,64.01,0.891,0.1386866946166311,0.8639455782312926,1
2016,203,CZE,0.894,63.18,63.18,0.894,0.1365518660459374,0.8707482993197282,1
2017,203,CZE,0.896,63.53,63.53,0.896,0.13745209496129016,0.8752834467120183,1
2018,203,CZE,0.893,54.16,54.16,0.893,0.1133516808559891,0.8684807256235831,1
2019,203,CZE,0.896,48.18,48.18,0.896,0.09797062681653335,0.8752834467120183,1
2020,203,CZE,0.891,65.4,65.4,0.891,0.1422618894518892,0.8639455782312926,1
2013,276,DEU,0.938,53.63,53.63,0.938,0.11198847706988349,0.9705215419501136,1
2014,276,DEU,0.942,47.56,47.56,0.942,0.09637593559505132,0.9795918367346939,1
2015,276,DEU,0.941,41.69,41.69,0.941,0.08127781064327785,0.9773242630385488,1
2016,276,DEU,0.941,34.59,34.59,0.941,0.06301602407469328,0.9773242630385488,1
2017,276,DEU,0.944,29.16,29.16,0.944,0.049049615473649014,0.9841269841269844,1
2018,276,DEU,0.946,23.86,23.86,0.946,0.03541757761259291,0.9886621315192745,1
2019,276,DEU,0.951,23.49,23.49,0.951,0.03446590704493428,1.0000000000000002,1
2020,276,DEU,0.948,36.29,36.29,0.948,0.0673885645206924,0.9931972789115646,1
2013,208,DNK,0.933,90.56,90.56,0.933,0.20697548805267627,0.9591836734693879,1
2014,208,DNK,0.932,80.58,80.58,0.932,0.18130610355204607,0.9569160997732429,1
2015,208,DNK,0.936,85.38,85.38,0.936,0.19365210010545536,0.9659863945578235,1
2016,208,DNK,0.943,58.79,58.79,0.943,0.12526042336479848,0.9818594104308394,1
2017,208,DNK,0.944,71.67,71.67,0.944,0.1583888474497801,0.9841269841269844,1
